Date,Product ID,Price,Units Sold
2022/2/7,P0005,72.1,116.7
2022/2/7,P0006,51.92,104.2
2022/2/7,P0007,25.55,128.4
2022/2/7,P0008,47.17,151.5
2022/2/7,P0009,16.73,69
2022/2/7,P0010,60.82,113.1
2022/2/7,P0011,35.65,64.5
2022/2/7,P0012,79.62,35.4
2022/2/7,P0013,79.3,128.8
2022/2/7,P0014,40.69,85.3
2022/2/7,P0015,77.87,34.3
2022/2/7,P0016,39.37,81.6
2022/2/7,P0017,45.22,180.7
2022/2/7,P0018,53.28,23
2022/2/7,P0019,33.86,250.3
2022/2/7,P0020,52.17,41.9
2022/2/8,P0001,61.24,218.7
2022/2/8,P0002,26.29,195.4
2022/2/8,P0003,50.64,154.8
2022/2/8,P0004,30.74,62.9
2022/2/8,P0005,56.26,162
2022/2/8,P0006,51.92,155.1
2022/2/8,P0007,20.65,216.1
2022/2/8,P0008,47.17,196.9
2022/2/8,P0009,16.73,105.1
2022/2/8,P0010,39.37,151.2
2022/2/8,P0011,35.65,39.8
2022/2/8,P0012,79.62,31.5
2022/2/8,P0013,79.3,175.7
2022/2/8,P0014,40.69,146.4
2022/2/8,P0015,77.87,48.7
2022/2/8,P0016,28.55,169.2
2022/2/8,P0017,45.22,117.7
2022/2/8,P0018,44.52,51
2022/2/8,P0019,33.86,186.7
2022/2/8,P0020,52.17,43.8
2022/2/9,P0001,61.24,213
2022/2/9,P0002,26.29,250.6
2022/2/9,P0003,56.38,59.3
2022/2/9,P0004,30.74,62.6
2022/2/9,P0005,72.1,145.4
2022/2/9,P0006,51.92,217.2
2022/2/9,P0007,25.55,80.7
2022/2/9,P0008,47.17,130.4
2022/2/9,P0009,16.73,75.2
2022/2/9,P0010,60.82,91.3
2022/2/9,P0011,30.07,102.1
2022/2/9,P0012,79.62,30.4
2022/2/9,P0013,79.3,125.1
2022/2/9,P0014,40.69,172.6
2022/2/9,P0015,77.87,36.5
2022/2/9,P0016,39.37,98.7
2022/2/9,P0017,45.22,143.6
2022/2/9,P0018,53.28,32.9
2022/2/9,P0019,33.86,153.1
2022/2/9,P0020,52.17,64
2022/2/10,P0001,44.74,256.7
2022/2/10,P0002,26.29,193.7
2022/2/10,P0003,56.38,67.1
2022/2/10,P0004,21.43,116.5
2022/2/10,P0005,72.1,126.1
2022/2/10,P0006,51.92,115.9
2022/2/10,P0007,25.55,79.7
2022/2/10,P0008,47.17,139.5
2022/2/10,P0009,16.73,56.5
2022/2/10,P0010,60.82,102.5
2022/2/10,P0011,35.65,49.4
2022/2/10,P0012,79.62,24.4
2022/2/10,P0013,79.3,151.3
2022/2/10,P0014,40.69,117.4
2022/2/10,P0015,77.87,36.9
2022/2/10,P0016,30.77,205.5
2022/2/10,P0017,45.22,159
2022/2/10,P0018,53.28,24.5
2022/2/10,P0019,23.54,573.9
2022/2/10,P0020,46.28,63.5
2022/2/11,P0001,61.24,178.1
2022/2/11,P0002,18.24,715.3
2022/2/11,P0003,56.38,67.1
2022/2/11,P0004,20.88,116.5
2022/2/11,P0005,72.1,143.3
2022/2/11,P0006,51.92,174.6
2022/2/11,P0007,25.55,85.8
2022/2/11,P0008,47.17,132.9
2022/2/11,P0009,16.73,86.6
2022/2/11,P0010,39.1,203.7
2022/2/11,P0011,35.65,49.5
2022/2/11,P0012,79.62,26.6
2022/2/11,P0013,79.3,108.5
2022/2/11,P0014,40.69,116.8
2022/2/11,P0015,77.87,34.2
2022/2/11,P0016,39.37,68
2022/2/11,P0017,45.22,118.1
2022/2/11,P0018,53.28,36.4
2022/2/11,P0019,33.86,203
2022/2/11,P0020,52.17,56.3
2022/2/12,P0001,52.32,344.8
2022/2/12,P0002,18.91,744.7
2022/2/12,P0003,49.73,160.6
2022/2/12,P0004,25.46,120.5
2022/2/12,P0005,50.81,373
2022/2/12,P0006,43.54,392
2022/2/12,P0007,18.24,201.6
2022/2/12,P0008,34.99,360.8
2022/2/12,P0009,14.24,197.4
2022/2/12,P0010,48.58,271.3
2022/2/12,P0011,26.32,122.3
2022/2/12,P0012,49.43,75.8
2022/2/12,P0013,65.9,334.5
2022/2/12,P0014,27.33,230.6
2022/2/12,P0015,47.91,67.5
2022/2/12,P0016,26.45,313.7
2022/2/12,P0017,38.25,386.3
2022/2/12,P0018,40.26,55.4
2022/2/12,P0019,23.62,276.8
2022/2/12,P0020,45.25,102.2
2022/2/13,P0001,47.64,268
2022/2/13,P0002,20.04,714.7
2022/2/13,P0003,47.76,138.5
2022/2/13,P0004,24.02,135.2
2022/2/13,P0005,43.98,386.4
2022/2/13,P0006,41.9,301.4
2022/2/13,P0007,19.48,192.4
2022/2/13,P0008,30.63,374.7
2022/2/13,P0009,13.17,176.6
2022/2/13,P0010,39.99,214.5
2022/2/13,P0011,26.58,90.2
2022/2/13,P0012,62.04,73.1
2022/2/13,P0013,71.36,493
2022/2/13,P0014,28.87,198.3
2022/2/13,P0015,69.32,67.3
2022/2/13,P0016,28.09,181.3
2022/2/13,P0017,35.46,182.6
2022/2/13,P0018,33.53,106
2022/2/13,P0019,20.57,524.6
2022/2/13,P0020,44.63,102
2022/2/14,P0001,47.19,256.8
2022/2/14,P0002,21.09,686.6
2022/2/14,P0003,48.31,116.4
2022/2/14,P0004,23.97,112.3
2022/2/14,P0005,47.09,240.9
2022/2/14,P0006,42.75,296.2
2022/2/14,P0007,18.44,184.7
2022/2/14,P0008,38.27,267.4
2022/2/14,P0009,12.75,103.7
2022/2/14,P0010,45.33,250.8
2022/2/14,P0011,31.6,103
2022/2/14,P0012,58.6,51.1
2022/2/14,P0013,57.33,351.7
2022/2/14,P0014,34.18,179.4
2022/2/14,P0015,69.85,46.4
2022/2/14,P0016,33.18,121.7
2022/2/14,P0017,30.77,192.5
2022/2/14,P0018,38.21,68.9
2022/2/14,P0019,22.16,415.8
2022/2/14,P0020,41.68,67.9
2022/2/15,P0001,61.24,227.9
2022/2/15,P0002,26.29,220.5
2022/2/15,P0003,44.3,202.1
2022/2/15,P0004,25.18,85.3
2022/2/15,P0005,72.1,147.3
2022/2/15,P0006,51.92,135.8
2022/2/15,P0007,25.55,99.9
2022/2/15,P0008,34.52,396
2022/2/15,P0009,16.73,90.9
2022/2/15,P0010,60.82,80.3
2022/2/15,P0011,35.65,50
2022/2/15,P0012,52.46,49
2022/2/15,P0013,68.4,292.8
2022/2/15,P0014,35.99,273.1
2022/2/15,P0015,65.1,52.8
2022/2/15,P0016,26.4,237.4
2022/2/15,P0017,45.22,153
2022/2/15,P0018,53.28,17.8
2022/2/15,P0019,33.86,105.9
2022/2/15,P0020,52.17,61.1
2022/2/16,P0001,61.24,174.8
2022/2/16,P0002,26.29,156.9
2022/2/16,P0003,56.38,65.9
2022/2/16,P0004,30.74,60.9
2022/2/16,P0005,72.1,198.6
2022/2/16,P0006,51.92,258.6
2022/2/16,P0007,25.55,75.6
2022/2/16,P0008,47.17,139
2022/2/16,P0009,16.73,76
2022/2/16,P0010,60.82,90.7
2022/2/16,P0011,35.65,48.6
2022/2/16,P0012,79.62,25.4
2022/2/16,P0013,63.93,269.4
2022/2/16,P0014,40.69,96
2022/2/16,P0015,77.87,30
2022/2/16,P0016,39.37,103.3
2022/2/16,P0017,45.22,150
2022/2/16,P0018,53.28,30.4
2022/2/16,P0019,33.86,132.2
2022/2/16,P0020,52.17,54.2
2022/2/17,P0001,51.34,239
2022/2/17,P0002,26.29,221.6
2022/2/17,P0003,56.38,66.2
2022/2/17,P0004,30.74,63.3
2022/2/17,P0005,72.1,136.9
2022/2/17,P0006,51.92,134.9
2022/2/17,P0007,18.79,145.8
2022/2/17,P0008,47.17,141
2022/2/17,P0009,16.73,76.2
2022/2/17,P0010,43.69,161.6
2022/2/17,P0011,35.65,56.2
2022/2/17,P0012,79.62,37.4
2022/2/17,P0013,79.3,141.1
2022/2/17,P0014,40.69,132.8
2022/2/17,P0015,77.87,32.9
2022/2/17,P0016,39.37,66.3
2022/2/17,P0017,45.22,136
2022/2/17,P0018,53.28,25.6
2022/2/17,P0019,33.86,273
2022/2/17,P0020,52.17,36.3
2022/2/18,P0001,61.24,129.6
2022/2/18,P0002,22.29,454
2022/2/18,P0003,43.14,107.6
2022/2/18,P0004,30.74,61.9
2022/2/18,P0005,48.19,216.2
2022/2/18,P0006,36.95,431
2022/2/18,P0007,25.55,88.2
2022/2/18,P0008,47.17,159
2022/2/18,P0009,16.73,110.8
2022/2/18,P0010,60.82,133.2
2022/2/18,P0011,35.65,50.8
2022/2/18,P0012,79.62,39
2022/2/18,P0013,79.3,159.3
2022/2/18,P0014,40.69,136.9
2022/2/18,P0015,77.87,32.5
2022/2/18,P0016,39.37,64.3
2022/2/18,P0017,45.22,118
2022/2/18,P0018,53.28,23.3
2022/2/18,P0019,21.21,346.3
2022/2/18,P0020,45.75,78.3
2022/2/19,P0001,47.31,467.5
2022/2/19,P0002,20.73,613.6
2022/2/19,P0003,35.77,242.4
2022/2/19,P0004,20.41,74.6
2022/2/19,P0005,53.78,417.5
2022/2/19,P0006,43.52,283.2
2022/2/19,P0007,20.44,211.8
2022/2/19,P0008,33.42,517.3
2022/2/19,P0009,12.55,174.2
2022/2/19,P0010,47.08,237
2022/2/19,P0011,23.69,123.2
2022/2/19,P0012,61.92,66.4
2022/2/19,P0013,70.7,304.9
2022/2/19,P0014,36.48,237.5
2022/2/19,P0015,48.5,67.7
2022/2/19,P0016,24.3,242.7
2022/2/19,P0017,30.92,300.7
2022/2/19,P0018,47.82,73.2
2022/2/19,P0019,25.97,299.5
2022/2/19,P0020,45.75,114.3
2022/2/20,P0001,51.15,379
2022/2/20,P0002,20.72,709.8
2022/2/20,P0003,46.82,245.2
2022/2/20,P0004,20.02,129.5
2022/2/20,P0005,53.61,316.6
2022/2/20,P0006,39.53,400.5
2022/2/20,P0007,22.89,171.2
2022/2/20,P0008,32.23,291.4
2022/2/20,P0009,12.6,194.2
2022/2/20,P0010,45.03,167.3
2022/2/20,P0011,28.91,73.9
2022/2/20,P0012,54.16,75.7
2022/2/20,P0013,68.48,429.8
2022/2/20,P0014,34.04,301.5
2022/2/20,P0015,66.18,63.4
2022/2/20,P0016,26.58,212.5
2022/2/20,P0017,27.32,384.1
2022/2/20,P0018,37.1,66.1
2022/2/20,P0019,22.82,445
2022/2/20,P0020,37.95,101
2022/2/21,P0001,61.24,169.5
2022/2/21,P0002,26.29,270.3
2022/2/21,P0003,56.38,66.1
2022/2/21,P0004,20.61,152.3
2022/2/21,P0005,72.1,127.7
2022/2/21,P0006,51.92,175.8
2022/2/21,P0007,25.55,111.6
2022/2/21,P0008,47.17,177.2
2022/2/21,P0009,16.73,67.2
2022/2/21,P0010,60.82,117.4
2022/2/21,P0011,35.65,60.9
2022/2/21,P0012,79.62,27.8
2022/2/21,P0013,64.58,349.5
2022/2/21,P0014,40.69,142.2
2022/2/21,P0015,77.87,29.4
2022/2/21,P0016,39.37,93.6
2022/2/21,P0017,45.22,108.1
2022/2/21,P0018,53.28,21.2
2022/2/21,P0019,33.86,223.2
2022/2/21,P0020,52.17,48.4
2022/2/22,P0001,61.24,147.3
2022/2/22,P0002,17.91,584.1
2022/2/22,P0003,56.38,52.1
2022/2/22,P0004,30.74,75.9
2022/2/22,P0005,57.32,184.8
2022/2/22,P0006,51.92,159.9
2022/2/22,P0007,25.55,93.6
2022/2/22,P0008,40.98,206.7
2022/2/22,P0009,12.14,195
2022/2/22,P0010,60.82,54.4
2022/2/22,P0011,35.65,54.4
2022/2/22,P0012,66.71,49.3
2022/2/22,P0013,79.3,194.9
2022/2/22,P0014,40.69,125.9
2022/2/22,P0015,77.87,40.3
2022/2/22,P0016,39.37,76.5
2022/2/22,P0017,45.22,120.6
2022/2/22,P0018,53.28,29.7
2022/2/22,P0019,33.86,173.1
2022/2/22,P0020,52.17,39
2022/2/23,P0001,61.24,178.2
2022/2/23,P0002,26.29,134.5
2022/2/23,P0003,56.38,73.8
2022/2/23,P0004,30.74,79.4
2022/2/23,P0005,72.1,144.1
2022/2/23,P0006,51.92,168.1
2022/2/23,P0007,25.55,110.3
2022/2/23,P0008,47.17,94.5
2022/2/23,P0009,16.73,64.9
2022/2/23,P0010,60.82,97.3
2022/2/23,P0011,35.65,31.2
2022/2/23,P0012,79.62,26.6
2022/2/23,P0013,79.3,130.1
2022/2/23,P0014,40.69,113.1
2022/2/23,P0015,77.87,40.8
2022/2/23,P0016,39.37,124
2022/2/23,P0017,45.22,97.1
2022/2/23,P0018,53.28,30.1
2022/2/23,P0019,33.86,156.9
2022/2/23,P0020,52.17,65.5
2022/2/24,P0001,61.24,237.7
2022/2/24,P0002,26.29,151.6
2022/2/24,P0003,56.38,84.2
2022/2/24,P0004,30.74,68.9
2022/2/24,P0005,72.1,183.9
2022/2/24,P0006,51.92,107.5
2022/2/24,P0007,25.55,74.2
2022/2/24,P0008,41.31,320.1
2022/2/24,P0009,16.73,78
2022/2/24,P0010,60.82,88.5
2022/2/24,P0011,26.62,75.3
2022/2/24,P0012,79.62,27.8
2022/2/24,P0013,56.19,383.9
2022/2/24,P0014,29.56,331.4
2022/2/24,P0015,77.87,38.4
2022/2/24,P0016,39.37,90.6
2022/2/24,P0017,45.22,167.1
2022/2/24,P0018,53.28,35.6
2022/2/24,P0019,33.86,249.2
2022/2/24,P0020,52.17,46.8
2022/2/25,P0001,61.24,160.8
2022/2/25,P0002,26.29,259.5
2022/2/25,P0003,35.09,155.4
2022/2/25,P0004,30.74,58.8
2022/2/25,P0005,72.1,151.1
2022/2/25,P0006,51.92,145.3
2022/2/25,P0007,25.55,69.8
2022/2/25,P0008,34.25,281.5
2022/2/25,P0009,16.73,96.8
2022/2/25,P0010,60.82,88.5
2022/2/25,P0011,35.65,52.9
2022/2/25,P0012,79.62,32.9
2022/2/25,P0013,79.3,178.3
2022/2/25,P0014,40.69,136.9
2022/2/25,P0015,52.78,50.6
2022/2/25,P0016,39.37,72.9
2022/2/25,P0017,37.57,194.7
2022/2/25,P0018,53.28,31.2
2022/2/25,P0019,33.86,171.8
2022/2/25,P0020,52.17,75.9
2022/2/26,P0001,40.42,324.7
2022/2/26,P0002,18.91,758.6
2022/2/26,P0003,34.83,171.9
2022/2/26,P0004,23.65,106.9
2022/2/26,P0005,50.42,336.2
2022/2/26,P0006,34.43,347.7
2022/2/26,P0007,21.7,147.2
2022/2/26,P0008,41.39,290.2
2022/2/26,P0009,12.4,188.8
2022/2/26,P0010,50.73,229.4
2022/2/26,P0011,23.25,107.2
2022/2/26,P0012,48.36,67.4
2022/2/26,P0013,50,563.8
2022/2/26,P0014,30.78,362.9
2022/2/26,P0015,62.99,56.3
2022/2/26,P0016,23.81,253
2022/2/26,P0017,31,245.5
2022/2/26,P0018,42.4,59.4
2022/2/26,P0019,20.4,425.5
2022/2/26,P0020,44.98,104.8
2022/2/27,P0001,37.84,320.2
2022/2/27,P0002,18.49,692.6
2022/2/27,P0003,39.12,174.1
2022/2/27,P0004,26.53,104.1
2022/2/27,P0005,55.89,304
2022/2/27,P0006,33.99,365.5
2022/2/27,P0007,17.35,241.8
2022/2/27,P0008,28.72,377.4
2022/2/27,P0009,11.34,139.4
2022/2/27,P0010,51.72,174.7
2022/2/27,P0011,26.84,111.2
2022/2/27,P0012,57.88,67.9
2022/2/27,P0013,62.54,345.5
2022/2/27,P0014,25.71,308.4
2022/2/27,P0015,53.04,58.5
2022/2/27,P0016,35.14,173.3
2022/2/27,P0017,33.64,356.7
2022/2/27,P0018,37.98,81.4
2022/2/27,P0019,29.93,414.5
2022/2/27,P0020,38.28,94.8
2022/2/28,P0001,61.24,174.2
2022/2/28,P0002,26.29,227.7
2022/2/28,P0003,56.38,73.4
2022/2/28,P0004,30.74,81.2
2022/2/28,P0005,72.1,151.6
2022/2/28,P0006,51.92,149.1
2022/2/28,P0007,25.55,94.6
2022/2/28,P0008,47.17,234.3
2022/2/28,P0009,16.73,65.1
2022/2/28,P0010,60.82,101.5
2022/2/28,P0011,35.65,64.6
2022/2/28,P0012,56.7,51.7
2022/2/28,P0013,79.3,134.4
2022/2/28,P0014,40.69,106.9
2022/2/28,P0015,77.87,31.5
2022/2/28,P0016,39.37,94.9
2022/2/28,P0017,45.22,153.2
2022/2/28,P0018,53.28,26.5
2022/2/28,P0019,24.7,338.8
2022/2/28,P0020,52.17,52.6
2022/3/1,P0001,61.24,167.2
2022/3/1,P0002,26.29,262.7
2022/3/1,P0003,56.38,72.3
2022/3/1,P0004,30.74,72.9
2022/3/1,P0005,72.1,118.9
2022/3/1,P0006,51.92,161.7
2022/3/1,P0007,18.11,345.9
2022/3/1,P0008,47.17,192.3
2022/3/1,P0009,16.73,151.2
2022/3/1,P0010,60.82,86.6
2022/3/1,P0011,35.65,60.8
2022/3/1,P0012,79.62,29.6
2022/3/1,P0013,79.3,122.8
2022/3/1,P0014,40.69,173.2
2022/3/1,P0015,77.87,42.3
2022/3/1,P0016,39.37,128.7
2022/3/1,P0017,45.22,147.3
2022/3/1,P0018,53.28,29.2
2022/3/1,P0019,33.86,140.3
2022/3/1,P0020,52.17,56.4
2022/3/2,P0001,61.24,168.5
2022/3/2,P0002,26.29,118
2022/3/2,P0003,56.38,85
2022/3/2,P0004,30.74,95
2022/3/2,P0005,72.1,146.5
2022/3/2,P0006,51.92,182.8
2022/3/2,P0007,25.55,128
2022/3/2,P0008,47.17,123.6
2022/3/2,P0009,16.73,94.9
2022/3/2,P0010,60.82,74.6
2022/3/2,P0011,35.65,50.5
2022/3/2,P0012,79.62,32.9
2022/3/2,P0013,79.3,152.2
2022/3/2,P0014,40.69,137.1
2022/3/2,P0015,77.87,46.1
2022/3/2,P0016,27.38,225
2022/3/2,P0017,45.22,190.2
2022/3/2,P0018,53.28,31.1
2022/3/2,P0019,33.86,120.8
2022/3/2,P0020,43.54,56.2
2022/3/3,P0001,61.24,190.9
2022/3/3,P0002,26.29,181.9
2022/3/3,P0003,56.38,82
2022/3/3,P0004,26.97,111.5
2022/3/3,P0005,72.1,141.1
2022/3/3,P0006,51.92,158.4
2022/3/3,P0007,25.55,111
2022/3/3,P0008,47.17,174.1
2022/3/3,P0009,16.73,85
2022/3/3,P0010,60.82,91.8
2022/3/3,P0011,35.65,43.7
2022/3/3,P0012,79.62,33.8
2022/3/3,P0013,79.3,127
2022/3/3,P0014,36.29,177.2
2022/3/3,P0015,77.87,29.9
2022/3/3,P0016,39.37,142.1
2022/3/3,P0017,45.22,165.5
2022/3/3,P0018,53.28,30.5
2022/3/3,P0019,33.86,158.3
2022/3/3,P0020,52.17,52.8
2022/3/4,P0001,61.24,131.4
2022/3/4,P0002,19.12,450.5
2022/3/4,P0003,56.38,67
2022/3/4,P0004,30.74,84.9
2022/3/4,P0005,50.2,260
2022/3/4,P0006,51.92,187
2022/3/4,P0007,25.55,107.7
2022/3/4,P0008,47.17,142.9
2022/3/4,P0009,16.73,114.3
2022/3/4,P0010,60.82,98.7
2022/3/4,P0011,35.65,58.4
2022/3/4,P0012,79.62,23.1
2022/3/4,P0013,54.88,313.2
2022/3/4,P0014,40.69,114.1
2022/3/4,P0015,77.87,32.7
2022/3/4,P0016,39.37,147.3
2022/3/4,P0017,45.22,138.2
2022/3/4,P0018,53.28,30.6
2022/3/4,P0019,33.86,101.9
2022/3/4,P0020,52.17,56.5
2022/3/5,P0001,54.58,271.1
2022/3/5,P0002,22.91,391.8
2022/3/5,P0003,34.36,186.4
2022/3/5,P0004,27.2,92
2022/3/5,P0005,56.68,262.3
2022/3/5,P0006,41.82,305.6
2022/3/5,P0007,17.01,277.9
2022/3/5,P0008,33.14,280.5
2022/3/5,P0009,10.32,215.3
2022/3/5,P0010,45.6,231.7
2022/3/5,P0011,29.42,99
2022/3/5,P0012,66.52,67.4
2022/3/5,P0013,58.06,454.8
2022/3/5,P0014,32.66,252.8
2022/3/5,P0015,65.15,60
2022/3/5,P0016,33.87,325
2022/3/5,P0017,32.3,435.3
2022/3/5,P0018,44.9,68.6
2022/3/5,P0019,26.09,320.7
2022/3/5,P0020,33.07,111.4
2022/3/6,P0001,38.27,246.8
2022/3/6,P0002,20.18,657.1
2022/3/6,P0003,38.49,168
2022/3/6,P0004,27.18,145.1
2022/3/6,P0005,57.63,273.2
2022/3/6,P0006,31.96,433.7
2022/3/6,P0007,20.97,172.9
2022/3/6,P0008,29.33,292
2022/3/6,P0009,12.95,158.9
2022/3/6,P0010,42.01,219.2
2022/3/6,P0011,26.03,164
2022/3/6,P0012,68.5,75
2022/3/6,P0013,66.75,359.9
2022/3/6,P0014,33.92,201.3
2022/3/6,P0015,64.02,59.5
2022/3/6,P0016,31.51,280.8
2022/3/6,P0017,28.89,355.9
2022/3/6,P0018,36.86,97.1
2022/3/6,P0019,28.27,430.3
2022/3/6,P0020,38.39,89.8
2022/3/7,P0001,61.24,160.9
2022/3/7,P0002,26.29,206.3
2022/3/7,P0003,56.38,61.3
2022/3/7,P0004,30.74,97.9
2022/3/7,P0005,72.1,105.2
2022/3/7,P0006,45,223.7
2022/3/7,P0007,25.55,125
2022/3/7,P0008,34.73,357
2022/3/7,P0009,14.83,140.1
2022/3/7,P0010,54.1,192.1
2022/3/7,P0011,35.65,68.3
2022/3/7,P0012,79.62,32.7
2022/3/7,P0013,67.35,379
2022/3/7,P0014,40.69,115
2022/3/7,P0015,77.87,29.3
2022/3/7,P0016,39.37,74.8
2022/3/7,P0017,45.22,248
2022/3/7,P0018,41.08,50.3
2022/3/7,P0019,33.86,248.2
2022/3/7,P0020,52.17,52.1
2022/3/8,P0001,61.24,134.7
2022/3/8,P0002,26.29,191.9
2022/3/8,P0003,56.38,62.3
2022/3/8,P0004,25.01,171.3
2022/3/8,P0005,44.05,283.9
2022/3/8,P0006,51.92,166.9
2022/3/8,P0007,25.55,78.7
2022/3/8,P0008,47.17,154.1
2022/3/8,P0009,16.73,125.7
2022/3/8,P0010,36.55,146.3
2022/3/8,P0011,35.65,42.3
2022/3/8,P0012,70.99,54.9
2022/3/8,P0013,79.3,175.7
2022/3/8,P0014,40.69,161.7
2022/3/8,P0015,77.87,54.3
2022/3/8,P0016,39.37,137.5
2022/3/8,P0017,45.22,119.7
2022/3/8,P0018,53.28,36.9
2022/3/8,P0019,33.86,195.7
2022/3/8,P0020,52.17,36
2022/3/9,P0001,61.24,159.5
2022/3/9,P0002,26.29,175.9
2022/3/9,P0003,56.38,72.7
2022/3/9,P0004,30.74,82.4
2022/3/9,P0005,72.1,176.4
2022/3/9,P0006,32.33,482.4
2022/3/9,P0007,25.55,110
2022/3/9,P0008,32.76,238.2
2022/3/9,P0009,16.73,91.5
2022/3/9,P0010,60.82,78.9
2022/3/9,P0011,35.65,35.5
2022/3/9,P0012,79.62,29.1
2022/3/9,P0013,79.3,118.4
2022/3/9,P0014,40.69,80.5
2022/3/9,P0015,62.54,45.3
2022/3/9,P0016,25.81,377.7
2022/3/9,P0017,45.22,178.7
2022/3/9,P0018,53.28,35.9
2022/3/9,P0019,33.86,124.5
2022/3/9,P0020,45.69,53.6
2022/3/10,P0001,61.24,173.3
2022/3/10,P0002,16.63,538.5
2022/3/10,P0003,56.38,89.3
2022/3/10,P0004,30.74,58.7
2022/3/10,P0005,72.1,148.3
2022/3/10,P0006,51.92,174.6
2022/3/10,P0007,25.55,110.2
2022/3/10,P0008,34.35,359.9
2022/3/10,P0009,16.73,86.1
2022/3/10,P0010,60.82,92.3
2022/3/10,P0011,23.74,153.1
2022/3/10,P0012,79.62,42
2022/3/10,P0013,79.3,134.3
2022/3/10,P0014,40.69,181.1
2022/3/10,P0015,77.87,31.1
2022/3/10,P0016,39.37,115.5
2022/3/10,P0017,45.22,227.7
2022/3/10,P0018,53.28,34.9
2022/3/10,P0019,33.86,204
2022/3/10,P0020,42.33,63.3
2022/3/11,P0001,61.24,179.3
2022/3/11,P0002,26.29,173.8
2022/3/11,P0003,56.38,75.1
2022/3/11,P0004,30.74,70.2
2022/3/11,P0005,45.26,303.6
2022/3/11,P0006,51.92,261.8
2022/3/11,P0007,25.55,146.5
2022/3/11,P0008,47.17,163.7
2022/3/11,P0009,16.73,137.7
2022/3/11,P0010,60.82,95.7
2022/3/11,P0011,35.65,77.8
2022/3/11,P0012,79.62,20
2022/3/11,P0013,79.3,123.9
2022/3/11,P0014,40.69,158.1
2022/3/11,P0015,77.87,34
2022/3/11,P0016,34.09,201.7
2022/3/11,P0017,45.22,133.5
2022/3/11,P0018,53.28,33.8
2022/3/11,P0019,24.23,226.5
2022/3/11,P0020,52.17,84.2
2022/3/12,P0001,41.7,278.5
2022/3/12,P0002,21.59,637
2022/3/12,P0003,48.86,117.5
2022/3/12,P0004,21.43,162.7
2022/3/12,P0005,51.48,312.6
2022/3/12,P0006,41.06,358.8
2022/3/12,P0007,22.1,175.7
2022/3/12,P0008,32.85,286.4
2022/3/12,P0009,14.31,265.8
2022/3/12,P0010,43.53,252.5
2022/3/12,P0011,28.67,149.3
2022/3/12,P0012,64.13,33.7
2022/3/12,P0013,49.59,418.8
2022/3/12,P0014,28.34,269.5
2022/3/12,P0015,47.01,60.2
2022/3/12,P0016,25.97,248.3
2022/3/12,P0017,34.96,328.6
2022/3/12,P0018,33.98,126.5
2022/3/12,P0019,28.17,288.6
2022/3/12,P0020,46.58,106.6
2022/3/13,P0001,51.64,294.6
2022/3/13,P0002,17.08,620.1
2022/3/13,P0003,43.28,183.2
2022/3/13,P0004,27.04,110.5
2022/3/13,P0005,44.66,209
2022/3/13,P0006,42.87,310.7
2022/3/13,P0007,21.73,218
2022/3/13,P0008,42.15,292.9
2022/3/13,P0009,10.92,149.7
2022/3/13,P0010,44.83,209.4
2022/3/13,P0011,25.4,100.5
2022/3/13,P0012,62.46,75.2
2022/3/13,P0013,48.71,523.9
2022/3/13,P0014,30.83,208.5
2022/3/13,P0015,69.48,84
2022/3/13,P0016,33.05,433.1
2022/3/13,P0017,39.16,186.6
2022/3/13,P0018,38.53,89.1
2022/3/13,P0019,25.88,486.2
2022/3/13,P0020,44.35,101.2
2022/3/14,P0001,61.24,163.5
2022/3/14,P0002,26.29,165.8
2022/3/14,P0003,45.14,118.4
2022/3/14,P0004,30.74,108.9
2022/3/14,P0005,72.1,135.1
2022/3/14,P0006,39.09,356.2
2022/3/14,P0007,25.55,125.8
2022/3/14,P0008,47.17,156.8
2022/3/14,P0009,16.73,73
2022/3/14,P0010,60.82,89.5
2022/3/14,P0011,35.65,76.6
2022/3/14,P0012,79.62,35.3
2022/3/14,P0013,79.3,162
2022/3/14,P0014,40.69,98.8
2022/3/14,P0015,77.87,39.4
2022/3/14,P0016,39.37,147.6
2022/3/14,P0017,38.06,243.3
2022/3/14,P0018,53.28,26.8
2022/3/14,P0019,33.86,169.9
2022/3/14,P0020,52.17,48.8
2022/3/15,P0001,61.24,158.1
2022/3/15,P0002,26.29,314.7
2022/3/15,P0003,56.38,74.4
2022/3/15,P0004,30.74,75.7
2022/3/15,P0005,72.1,150.5
2022/3/15,P0006,51.92,246.9
2022/3/15,P0007,19.86,193.7
2022/3/15,P0008,47.17,140.7
2022/3/15,P0009,16.73,137.5
2022/3/15,P0010,60.82,70.7
2022/3/15,P0011,35.65,52.7
2022/3/15,P0012,79.62,29.3
2022/3/15,P0013,79.3,172.8
2022/3/15,P0014,28.09,215.8
2022/3/15,P0015,77.87,43.5
2022/3/15,P0016,39.37,169.2
2022/3/15,P0017,45.22,136.8
2022/3/15,P0018,53.28,24.4
2022/3/15,P0019,33.86,154.8
2022/3/15,P0020,52.17,56.9
2022/3/16,P0001,61.24,136.6
2022/3/16,P0002,21.15,354.8
2022/3/16,P0003,48.56,103.3
2022/3/16,P0004,21.08,179
2022/3/16,P0005,72.1,148.1
2022/3/16,P0006,51.92,212.5
2022/3/16,P0007,25.55,94.9
2022/3/16,P0008,47.17,129.7
