Date,Product ID,Category,Units Sold,Inventory Level,Price,Weather Condition,Holiday/Promotion,Seasonality,Discount
2022/2/1,P0003,Groceries,50,224,24.05,Rainy,0,Winter,0
2022/2/2,P0003,Groceries,76,148,24.05,Sunny,0,Winter,0
2022/2/3,P0003,Groceries,59,364,24.05,Cloudy,0,Winter,0
2022/2/4,P0003,Groceries,51,313,24.05,Sunny,0,Winter,0
2022/2/5,P0003,Groceries,41,272,24.05,Sunny,0,Winter,0
2022/2/6,P0003,Groceries,42,230,24.05,Cloudy,0,Winter,0
2022/2/7,P0003,Groceries,59,171,24.05,Sunny,0,Winter,0
2022/2/8,P0003,Groceries,17,154,24.05,Cloudy,0,Winter,0
2022/2/9,P0003,Groceries,33,121,24.05,Rainy,0,Winter,0
2022/2/10,P0003,Groceries,19,102,24.05,Rainy,0,Winter,0
2022/2/11,P0003,Groceries,23,271,24.05,Rainy,0,Winter,0
2022/2/12,P0003,Groceries,32,239,24.05,Sunny,0,Winter,0
2022/2/13,P0003,Groceries,61,178,24.05,Cloudy,0,Winter,0
2022/2/14,P0003,Groceries,41,137,24.05,Rainy,0,Winter,0
2022/2/15,P0003,Groceries,29,108,24.05,Rainy,0,Winter,0
2022/2/16,P0003,Groceries,41,418,24.05,Rainy,1,Winter,9
2022/2/17,P0003,Groceries,19,399,24.05,Cloudy,0,Winter,0
2022/2/18,P0003,Groceries,61,338,24.05,Cloudy,1,Winter,6
2022/2/19,P0003,Groceries,39,299,24.05,Rainy,0,Winter,0
2022/2/20,P0003,Groceries,108,191,24.05,Sunny,1,Winter,12
2022/2/21,P0003,Groceries,55,136,24.05,Cloudy,0,Winter,0
2022/2/22,P0003,Groceries,24,112,24.05,Cloudy,0,Winter,0
2022/2/23,P0003,Groceries,57,234,24.05,Sunny,0,Winter,0
2022/2/24,P0003,Groceries,34,200,24.05,Rainy,0,Winter,0
2022/2/25,P0003,Groceries,27,173,24.05,Cloudy,0,Winter,0
2022/2/26,P0003,Groceries,32,141,24.05,Sunny,0,Winter,0
2022/2/27,P0003,Groceries,33,108,24.05,Sunny,0,Winter,0
2022/2/28,P0003,Groceries,62,425,24.05,Sunny,0,Winter,0
2022/3/1,P0003,Groceries,75,350,24.05,Cloudy,0,Winter,0
2022/3/2,P0003,Groceries,40,310,24.05,Cloudy,0,Winter,0
2022/3/3,P0003,Groceries,65,245,24.05,Cloudy,0,Winter,0
2022/3/4,P0003,Groceries,62,183,24.05,Sunny,0,Winter,0
2022/3/5,P0003,Groceries,48,135,24.05,Rainy,0,Winter,0
2022/3/6,P0003,Groceries,23,112,24.05,Rainy,0,Winter,0
2022/3/7,P0003,Groceries,43,251,24.05,Rainy,0,Winter,0
2022/3/8,P0003,Groceries,10,241,24.05,Cloudy,0,Winter,0
2022/3/9,P0003,Groceries,79,162,24.05,Sunny,1,Winter,10
2022/3/10,P0003,Groceries,61,101,24.05,Cloudy,0,Winter,0
2022/3/11,P0003,Groceries,35,311,24.05,Cloudy,0,Winter,0
2022/3/12,P0003,Groceries,89,222,24.05,Sunny,0,Winter,0
2022/3/13,P0003,Groceries,97,125,24.05,Rainy,1,Winter,13
2022/3/14,P0003,Groceries,64,336,24.05,Cloudy,0,Winter,0
2022/3/15,P0003,Groceries,33,303,24.05,Cloudy,0,Winter,0
2022/3/16,P0003,Groceries,38,265,24.05,Cloudy,0,Winter,0
2022/3/17,P0003,Groceries,74,191,24.05,Rainy,0,Winter,0
2022/3/18,P0003,Groceries,38,153,24.05,Sunny,0,Winter,0
2022/3/19,P0003,Groceries,54,288,24.05,Cloudy,0,Winter,0
2022/3/20,P0003,Groceries,49,239,24.05,Sunny,1,Winter,10
2022/3/21,P0003,Groceries,80,159,24.05,Cloudy,0,Winter,0
2022/3/22,P0003,Groceries,35,124,24.05,Sunny,0,Winter,0
2022/3/23,P0003,Groceries,52,411,24.05,Sunny,0,Winter,0
2022/3/24,P0003,Groceries,67,344,24.05,Rainy,0,Winter,0
2022/3/25,P0003,Groceries,45,299,24.05,Rainy,1,Winter,12
2022/3/26,P0003,Groceries,50,249,24.05,Rainy,0,Winter,0
2022/3/27,P0003,Groceries,75,174,24.05,Cloudy,0,Winter,0
2022/3/28,P0003,Groceries,61,113,24.05,Rainy,0,Winter,0
2022/3/29,P0003,Groceries,57,210,24.05,Sunny,0,Winter,0
2022/3/30,P0003,Groceries,39,171,24.05,Cloudy,0,Winter,0
2022/3/31,P0003,Groceries,32,139,24.05,Cloudy,0,Winter,0
2022/4/1,P0003,Groceries,45,293,24.05,Sunny,0,Spring,0
2022/4/2,P0003,Groceries,78,215,24.05,Rainy,0,Spring,0
2022/4/3,P0003,Groceries,60,155,24.05,Cloudy,0,Spring,0
2022/4/4,P0003,Groceries,47,108,24.05,Rainy,0,Spring,0
2022/4/5,P0003,Groceries,30,361,24.05,Sunny,1,Spring,9
2022/4/6,P0003,Groceries,67,294,24.05,Sunny,0,Spring,0
2022/4/7,P0003,Groceries,70,224,24.05,Cloudy,0,Spring,0
2022/4/8,P0003,Groceries,24,200,24.05,Cloudy,0,Spring,0
2022/4/9,P0003,Groceries,57,143,24.05,Rainy,0,Spring,0
2022/4/10,P0003,Groceries,49,419,24.05,Rainy,0,Spring,0
2022/4/11,P0003,Groceries,53,366,24.05,Rainy,0,Spring,0
2022/4/12,P0003,Groceries,53,313,24.05,Sunny,0,Spring,0
2022/4/13,P0003,Groceries,36,277,24.05,Rainy,0,Spring,0
2022/4/14,P0003,Groceries,56,221,24.05,Cloudy,0,Spring,0
2022/4/15,P0003,Groceries,67,154,24.05,Cloudy,0,Spring,0
2022/4/16,P0003,Groceries,56,345,24.05,Cloudy,0,Spring,0
2022/4/17,P0003,Groceries,91,254,24.05,Sunny,0,Spring,0
2022/4/18,P0003,Groceries,56,198,24.05,Cloudy,0,Spring,0
2022/4/19,P0003,Groceries,58,140,24.05,Sunny,0,Spring,0
2022/4/20,P0003,Groceries,26,114,24.05,Sunny,0,Spring,0
2022/4/21,P0003,Groceries,39,354,24.05,Cloudy,0,Spring,0
2022/4/22,P0003,Groceries,23,331,24.05,Cloudy,0,Spring,0
2022/4/23,P0003,Groceries,53,278,24.05,Rainy,1,Spring,20
2022/4/24,P0003,Groceries,36,242,24.05,Sunny,0,Spring,0
2022/4/25,P0003,Groceries,72,170,24.05,Cloudy,0,Spring,0
2022/4/26,P0003,Groceries,69,101,24.05,Rainy,1,Spring,15
2022/4/27,P0003,Groceries,62,236,24.05,Rainy,0,Spring,0
2022/4/28,P0003,Groceries,44,192,24.05,Rainy,0,Spring,0
2022/4/29,P0003,Groceries,32,160,24.05,Rainy,0,Spring,0
2022/4/30,P0003,Groceries,92,268,24.05,Sunny,0,Spring,0
2022/5/1,P0003,Groceries,45,223,24.05,Sunny,0,Spring,0
2022/5/2,P0003,Groceries,29,194,24.05,Sunny,1,Spring,16
2022/5/3,P0003,Groceries,15,179,24.05,Rainy,0,Spring,0
2022/5/4,P0003,Groceries,56,123,24.05,Rainy,0,Spring,0
2022/5/5,P0003,Groceries,62,225,24.05,Sunny,0,Spring,0
2022/5/6,P0003,Groceries,87,138,24.05,Sunny,0,Spring,0
2022/5/7,P0003,Groceries,96,285,24.05,Sunny,0,Spring,0
2022/5/8,P0003,Groceries,73,212,24.05,Cloudy,0,Spring,0
2022/5/9,P0003,Groceries,28,184,24.05,Cloudy,0,Spring,0
2022/5/10,P0003,Groceries,75,109,24.05,Cloudy,0,Spring,0
2022/5/11,P0003,Groceries,35,432,24.05,Sunny,0,Spring,0
2022/5/12,P0003,Groceries,36,396,24.05,Rainy,0,Spring,0
2022/5/13,P0003,Groceries,63,333,24.05,Sunny,0,Spring,0
2022/5/14,P0003,Groceries,41,292,24.05,Rainy,0,Spring,0
2022/5/15,P0003,Groceries,68,224,24.05,Rainy,0,Spring,0
2022/5/16,P0003,Groceries,81,143,24.05,Rainy,1,Spring,7
2022/5/17,P0003,Groceries,39,104,24.05,Rainy,0,Spring,0
2022/5/18,P0003,Groceries,75,277,24.05,Sunny,0,Spring,0
2022/5/19,P0003,Groceries,77,200,24.05,Cloudy,0,Spring,0
2022/5/20,P0003,Groceries,32,168,24.05,Cloudy,0,Spring,0
2022/5/21,P0003,Groceries,68,100,24.05,Rainy,0,Spring,0
2022/5/22,P0003,Groceries,34,243,24.05,Rainy,0,Spring,0
2022/5/23,P0003,Groceries,73,170,24.05,Cloudy,0,Spring,0
2022/5/24,P0003,Groceries,26,144,24.05,Rainy,0,Spring,0
2022/5/25,P0003,Groceries,82,436,24.05,Sunny,0,Spring,0
2022/5/26,P0003,Groceries,78,358,24.05,Sunny,0,Spring,0
2022/5/27,P0003,Groceries,52,306,24.05,Sunny,0,Spring,0
2022/5/28,P0003,Groceries,74,232,24.05,Cloudy,0,Spring,0
2022/5/29,P0003,Groceries,69,163,24.05,Rainy,1,Spring,9
2022/5/30,P0003,Groceries,44,119,24.05,Sunny,0,Spring,0
2022/5/31,P0003,Groceries,48,428,24.05,Cloudy,0,Spring,0
2022/6/1,P0003,Groceries,20,408,24.05,Rainy,0,Spring,0
2022/6/2,P0003,Groceries,50,358,24.05,Cloudy,0,Spring,0
2022/6/3,P0003,Groceries,86,272,24.05,Cloudy,0,Spring,0
2022/6/4,P0003,Groceries,68,204,24.05,Rainy,0,Spring,0
2022/6/5,P0003,Groceries,39,165,24.05,Cloudy,0,Spring,0
2022/6/6,P0003,Groceries,32,133,24.05,Cloudy,0,Spring,0
2022/6/7,P0003,Groceries,47,409,24.05,Rainy,0,Spring,0
2022/6/8,P0003,Groceries,38,371,24.05,Rainy,0,Spring,0
2022/6/9,P0003,Groceries,46,325,24.05,Sunny,1,Spring,7
2022/6/10,P0003,Groceries,52,273,24.05,Sunny,1,Spring,15
2022/6/11,P0003,Groceries,26,247,24.05,Rainy,0,Spring,0
2022/6/12,P0003,Groceries,75,172,24.05,Cloudy,0,Spring,0
2022/6/13,P0003,Groceries,100,408,24.05,Sunny,1,Spring,17
2022/6/14,P0003,Groceries,29,379,24.05,Rainy,0,Spring,0
2022/6/15,P0003,Groceries,70,309,24.05,Rainy,0,Spring,0
2022/6/16,P0003,Groceries,77,232,24.05,Rainy,0,Spring,0
2022/6/17,P0003,Groceries,16,216,24.05,Rainy,0,Spring,0
2022/6/18,P0003,Groceries,36,180,24.05,Sunny,0,Spring,0
2022/6/19,P0003,Groceries,48,132,24.05,Rainy,0,Spring,0
2022/6/20,P0003,Groceries,29,103,24.05,Cloudy,0,Spring,0
2022/6/21,P0003,Groceries,46,331,24.05,Rainy,0,Spring,0
2022/6/22,P0003,Groceries,87,244,24.05,Cloudy,0,Spring,0
2022/6/23,P0003,Groceries,87,157,24.05,Sunny,0,Spring,0
2022/6/24,P0003,Groceries,78,351,24.05,Rainy,0,Spring,0
2022/6/25,P0003,Groceries,94,257,24.05,Cloudy,0,Spring,0
2022/6/26,P0003,Groceries,69,188,24.05,Sunny,0,Spring,0
2022/6/27,P0003,Groceries,68,120,24.05,Cloudy,0,Spring,0
2022/6/28,P0003,Groceries,97,377,24.05,Sunny,0,Spring,0
2022/6/29,P0003,Groceries,82,295,24.05,Cloudy,0,Spring,0
2022/1/1,P0004,Groceries,27,277,19.63,Sunny,0,Winter,0
2022/1/2,P0004,Groceries,25,252,19.63,Cloudy,0,Winter,0
2022/1/3,P0004,Groceries,36,216,19.63,Sunny,0,Winter,0
2022/1/4,P0004,Groceries,51,165,19.63,Sunny,0,Winter,0
2022/1/5,P0004,Groceries,18,147,19.63,Rainy,0,Winter,0
2022/1/6,P0004,Groceries,26,121,19.63,Cloudy,0,Winter,0
2022/1/7,P0004,Groceries,18,103,19.63,Cloudy,0,Winter,0
2022/1/8,P0004,Groceries,66,395,19.63,Sunny,0,Winter,0
2022/1/9,P0004,Groceries,62,333,19.63,Rainy,0,Winter,0
2022/1/10,P0004,Groceries,56,277,19.63,Sunny,0,Winter,0
2022/1/11,P0004,Groceries,36,241,19.63,Cloudy,0,Winter,0
2022/1/12,P0004,Groceries,38,203,19.63,Cloudy,0,Winter,0
2022/1/13,P0004,Groceries,36,167,19.63,Rainy,0,Winter,0
2022/1/14,P0004,Groceries,35,132,19.63,Cloudy,0,Winter,0
2022/1/15,P0004,Groceries,52,261,19.63,Sunny,0,Winter,0
2022/1/16,P0004,Groceries,16,245,19.63,Rainy,0,Winter,0
2022/1/17,P0004,Groceries,59,186,19.63,Sunny,0,Winter,0
2022/1/18,P0004,Groceries,58,128,19.63,Rainy,1,Winter,13
2022/1/19,P0004,Groceries,11,117,19.63,Rainy,0,Winter,0
2022/1/20,P0004,Groceries,56,345,19.63,Sunny,0,Winter,0
2022/1/21,P0004,Groceries,42,303,19.63,Sunny,0,Winter,0
2022/1/22,P0004,Groceries,65,238,19.63,Rainy,1,Winter,16
2022/1/23,P0004,Groceries,72,166,19.63,Sunny,0,Winter,0
2022/1/24,P0004,Groceries,25,141,19.63,Cloudy,0,Winter,0
2022/1/25,P0004,Groceries,41,100,19.63,Cloudy,0,Winter,0
2022/1/26,P0004,Groceries,29,298,19.63,Cloudy,0,Winter,0
2022/1/27,P0004,Groceries,74,224,19.63,Sunny,0,Winter,0
2022/1/28,P0004,Groceries,49,175,19.63,Cloudy,0,Winter,0
2022/1/29,P0004,Groceries,56,119,19.63,Sunny,0,Winter,0
2022/1/30,P0004,Groceries,59,241,19.63,Cloudy,1,Winter,10
2022/1/31,P0004,Groceries,78,163,19.63,Sunny,0,Winter,0
2022/2/1,P0004,Groceries,69,405,19.63,Cloudy,1,Winter,10
2022/2/2,P0004,Groceries,77,328,19.63,Cloudy,1,Winter,9
2022/2/3,P0004,Groceries,26,302,19.63,Rainy,0,Winter,0
2022/2/4,P0004,Groceries,34,268,19.63,Rainy,0,Winter,0
2022/2/5,P0004,Groceries,36,232,19.63,Cloudy,0,Winter,0
2022/2/6,P0004,Groceries,102,130,19.63,Cloudy,1,Winter,8
2022/2/7,P0004,Groceries,36,306,19.63,Rainy,0,Winter,0
2022/2/8,P0004,Groceries,66,240,19.63,Sunny,0,Winter,0
2022/2/9,P0004,Groceries,63,177,19.63,Cloudy,0,Winter,0
2022/2/10,P0004,Groceries,13,164,19.63,Rainy,0,Winter,0
2022/2/11,P0004,Groceries,52,112,19.63,Rainy,0,Winter,0
2022/2/12,P0004,Groceries,24,319,19.63,Cloudy,0,Winter,0
2022/2/13,P0004,Groceries,58,261,19.63,Rainy,0,Winter,0
2022/2/14,P0004,Groceries,45,216,19.63,Sunny,0,Winter,0
2022/2/15,P0004,Groceries,64,152,19.63,Rainy,0,Winter,0
2022/2/16,P0004,Groceries,70,466,19.63,Sunny,0,Winter,0
2022/2/17,P0004,Groceries,38,428,19.63,Cloudy,0,Winter,0
2022/2/18,P0004,Groceries,68,360,19.63,Sunny,0,Winter,0
2022/2/19,P0004,Groceries,48,312,19.63,Cloudy,0,Winter,0
2022/2/20,P0004,Groceries,24,288,19.63,Cloudy,0,Winter,0
2022/2/21,P0004,Groceries,62,226,19.63,Rainy,0,Winter,0
2022/2/22,P0004,Groceries,43,183,19.63,Sunny,0,Winter,0
2022/2/23,P0004,Groceries,47,136,19.63,Cloudy,0,Winter,0
2022/2/24,P0004,Groceries,67,317,19.63,Cloudy,0,Winter,0
2022/2/25,P0004,Groceries,33,284,19.63,Rainy,0,Winter,0
2022/2/26,P0004,Groceries,36,248,19.63,Rainy,0,Winter,0
2022/2/27,P0004,Groceries,55,193,19.63,Cloudy,0,Winter,0
2022/2/28,P0004,Groceries,76,117,19.63,Cloudy,0,Winter,0
2022/3/1,P0004,Groceries,46,258,19.63,Rainy,1,Winter,9
2022/3/2,P0004,Groceries,31,227,19.63,Sunny,1,Winter,12
2022/3/3,P0004,Groceries,26,201,19.63,Cloudy,0,Winter,0
2022/3/4,P0004,Groceries,63,138,19.63,Cloudy,1,Winter,7
2022/3/5,P0004,Groceries,51,243,19.63,Cloudy,0,Winter,0
2022/3/6,P0004,Groceries,53,190,19.63,Rainy,1,Winter,14
2022/3/7,P0004,Groceries,54,136,19.63,Sunny,1,Winter,5
2022/3/8,P0004,Groceries,62,238,19.63,Cloudy,0,Winter,0
2022/3/9,P0004,Groceries,78,160,19.63,Rainy,0,Winter,0
2022/3/10,P0004,Groceries,72,366,19.63,Sunny,0,Winter,0
2022/3/11,P0004,Groceries,32,334,19.63,Rainy,0,Winter,0
2022/3/12,P0004,Groceries,59,275,19.63,Cloudy,0,Winter,0
2022/3/13,P0004,Groceries,44,231,19.63,Cloudy,0,Winter,0
2022/3/14,P0004,Groceries,33,198,19.63,Cloudy,0,Winter,0
2022/3/15,P0004,Groceries,47,151,19.63,Rainy,0,Winter,0
2022/3/16,P0004,Groceries,42,109,19.63,Cloudy,0,Winter,0
2022/3/17,P0004,Groceries,23,470,19.63,Rainy,0,Winter,0
2022/3/18,P0004,Groceries,76,394,19.63,Sunny,0,Winter,0
2022/3/19,P0004,Groceries,27,367,19.63,Cloudy,0,Winter,0
2022/3/20,P0004,Groceries,93,274,19.63,Sunny,0,Winter,0
2022/3/21,P0004,Groceries,63,211,19.63,Cloudy,0,Winter,0
2022/3/22,P0004,Groceries,67,144,19.63,Rainy,0,Winter,0
2022/3/23,P0004,Groceries,48,443,19.63,Cloudy,1,Winter,10
2022/3/24,P0004,Groceries,68,375,19.63,Sunny,0,Winter,0
2022/3/25,P0004,Groceries,83,292,19.63,Sunny,0,Winter,0
2022/3/26,P0004,Groceries,44,248,19.63,Sunny,0,Winter,0
2022/3/27,P0004,Groceries,84,164,19.63,Sunny,0,Winter,0
2022/3/28,P0004,Groceries,45,119,19.63,Cloudy,0,Winter,0
2022/3/29,P0004,Groceries,87,240,19.63,Sunny,0,Winter,0
2022/3/30,P0004,Groceries,39,201,19.63,Cloudy,0,Winter,0
2022/3/31,P0004,Groceries,44,157,19.63,Sunny,0,Winter,0
2022/4/1,P0004,Groceries,58,333,19.63,Sunny,0,Spring,0
2022/4/2,P0004,Groceries,60,273,19.63,Cloudy,0,Spring,0
2022/4/3,P0004,Groceries,88,185,19.63,Sunny,0,Spring,0
2022/4/4,P0004,Groceries,50,135,19.63,Cloudy,0,Spring,0
2022/4/5,P0004,Groceries,67,310,19.63,Cloudy,0,Spring,0
2022/4/6,P0004,Groceries,74,236,19.63,Rainy,0,Spring,0
2022/4/7,P0004,Groceries,85,151,19.63,Cloudy,0,Spring,0
2022/4/8,P0004,Groceries,29,122,19.63,Rainy,0,Spring,0
2022/4/9,P0004,Groceries,115,188,19.63,Sunny,1,Spring,19
2022/4/10,P0004,Groceries,24,164,19.63,Sunny,0,Spring,0
2022/4/11,P0004,Groceries,44,120,19.63,Sunny,0,Spring,0
2022/4/12,P0004,Groceries,62,294,19.63,Cloudy,0,Spring,0
2022/4/13,P0004,Groceries,15,279,19.63,Rainy,0,Spring,0
2022/4/14,P0004,Groceries,77,202,19.63,Cloudy,0,Spring,0
2022/4/15,P0004,Groceries,23,179,19.63,Rainy,0,Spring,0
2022/4/16,P0004,Groceries,53,126,19.63,Sunny,0,Spring,0
2022/4/17,P0004,Groceries,57,445,19.63,Rainy,0,Spring,0
2022/4/18,P0004,Groceries,83,362,19.63,Sunny,0,Spring,0
2022/4/19,P0004,Groceries,56,306,19.63,Cloudy,0,Spring,0
2022/4/20,P0004,Groceries,70,236,19.63,Rainy,0,Spring,0
2022/4/21,P0004,Groceries,69,167,19.63,Sunny,0,Spring,0
2022/4/22,P0004,Groceries,57,110,19.63,Sunny,0,Spring,0
2022/4/23,P0004,Groceries,74,394,19.63,Cloudy,0,Spring,0
2022/4/24,P0004,Groceries,48,346,19.63,Rainy,0,Spring,0
2022/4/25,P0004,Groceries,69,277,19.63,Sunny,0,Spring,0
2022/4/26,P0004,Groceries,87,190,19.63,Cloudy,0,Spring,0
2022/4/27,P0004,Groceries,90,100,19.63,Sunny,0,Spring,0
2022/4/28,P0004,Groceries,61,373,19.63,Cloudy,0,Spring,0
2022/4/29,P0004,Groceries,29,344,19.63,Sunny,0,Spring,0
2022/4/30,P0004,Groceries,66,278,19.63,Rainy,0,Spring,0
2022/5/1,P0004,Groceries,31,247,19.63,Cloudy,0,Spring,0
2022/5/2,P0004,Groceries,22,225,19.63,Cloudy,0,Spring,0
2022/5/3,P0004,Groceries,80,145,19.63,Cloudy,0,Spring,0
2022/5/4,P0004,Groceries,68,461,19.63,Rainy,0,Spring,0
2022/5/5,P0004,Groceries,44,417,19.63,Cloudy,0,Spring,0
2022/5/6,P0004,Groceries,59,358,19.63,Sunny,0,Spring,0
2022/5/7,P0004,Groceries,36,322,19.63,Sunny,0,Spring,0
2022/5/8,P0004,Groceries,71,251,19.63,Rainy,0,Spring,0
2022/5/9,P0004,Groceries,53,198,19.63,Cloudy,0,Spring,0
2022/5/10,P0004,Groceries,50,148,19.63,Rainy,0,Spring,0
2022/5/11,P0004,Groceries,26,122,19.63,Cloudy,0,Spring,0
2022/5/12,P0004,Groceries,80,375,19.63,Sunny,0,Spring,0
2022/5/13,P0004,Groceries,21,354,19.63,Sunny,0,Spring,0
2022/5/14,P0004,Groceries,39,315,19.63,Sunny,0,Spring,0
2022/5/15,P0004,Groceries,70,245,19.63,Rainy,0,Spring,0
2022/5/16,P0004,Groceries,50,195,19.63,Rainy,0,Spring,0
2022/5/17,P0004,Groceries,73,122,19.63,Rainy,0,Spring,0
2022/5/18,P0004,Groceries,20,102,19.63,Sunny,0,Spring,0
2022/5/19,P0004,Groceries,106,169,19.63,Sunny,1,Spring,15
2022/5/20,P0004,Groceries,35,134,19.63,Cloudy,0,Spring,0
2022/5/21,P0004,Groceries,86,340,19.63,Sunny,0,Spring,0
2022/5/22,P0004,Groceries,71,269,19.63,Sunny,0,Spring,0
2022/5/23,P0004,Groceries,53,216,19.63,Sunny,0,Spring,0
2022/5/24,P0004,Groceries,38,178,19.63,Rainy,0,Spring,0
2022/5/25,P0004,Groceries,57,121,19.63,Rainy,0,Spring,0
2022/5/26,P0004,Groceries,24,413,19.63,Sunny,1,Spring,13
2022/5/27,P0004,Groceries,28,385,19.63,Cloudy,0,Spring,0
2022/5/28,P0004,Groceries,29,356,19.63,Rainy,0,Spring,0
2022/5/29,P0004,Groceries,97,259,19.63,Sunny,0,Spring,0
2022/5/30,P0004,Groceries,66,193,19.63,Sunny,1,Spring,12
2022/5/31,P0004,Groceries,34,159,19.63,Rainy,0,Spring,0
2022/6/1,P0004,Groceries,42,117,19.63,Sunny,0,Spring,0
2022/6/2,P0004,Groceries,77,296,19.63,Sunny,0,Spring,0
2022/6/3,P0004,Groceries,66,230,19.63,Sunny,1,Spring,11
2022/6/4,P0004,Groceries,34,196,19.63,Cloudy,1,Spring,17
2022/6/5,P0004,Groceries,61,135,19.63,Rainy,0,Spring,0
2022/6/6,P0004,Groceries,71,269,19.63,Sunny,0,Spring,0
2022/6/7,P0004,Groceries,79,190,19.63,Sunny,0,Spring,0
2022/6/8,P0004,Groceries,39,151,19.63,Rainy,0,Spring,0
2022/6/9,P0004,Groceries,72,413,19.63,Sunny,0,Spring,0
2022/6/10,P0004,Groceries,52,361,19.63,Rainy,0,Spring,0
2022/6/11,P0004,Groceries,87,274,19.63,Cloudy,0,Spring,0
2022/6/12,P0004,Groceries,101,173,19.63,Rainy,0,Spring,0
2022/6/13,P0004,Groceries,67,106,19.63,Sunny,0,Spring,0
2022/6/14,P0004,Groceries,22,240,19.63,Cloudy,0,Spring,0
2022/6/15,P0004,Groceries,123,117,19.63,Sunny,1,Spring,18
2022/6/16,P0004,Groceries,78,434,19.63,Rainy,0,Spring,0
2022/6/17,P0004,Groceries,81,353,19.63,Cloudy,0,Spring,0
2022/6/18,P0004,Groceries,34,319,19.63,Rainy,0,Spring,0
2022/6/19,P0004,Groceries,36,283,19.63,Rainy,0,Spring,0
2022/6/20,P0004,Groceries,49,234,19.63,Sunny,0,Spring,0
2022/6/21,P0004,Groceries,38,196,19.63,Sunny,0,Spring,0
2022/6/22,P0004,Groceries,91,105,19.63,Cloudy,0,Spring,0
2022/6/23,P0004,Groceries,77,359,19.63,Rainy,1,Spring,14
2022/6/24,P0004,Groceries,51,308,19.63,Rainy,0,Spring,0
2022/6/25,P0004,Groceries,77,231,19.63,Rainy,0,Spring,0
2022/6/26,P0004,Groceries,27,204,19.63,Cloudy,0,Spring,0
2022/6/27,P0004,Groceries,45,159,19.63,Rainy,1,Spring,20
2022/6/28,P0004,Groceries,44,115,19.63,Sunny,0,Spring,0
2022/6/29,P0004,Groceries,29,459,19.63,Cloudy,0,Spring,0
2022/1/1,P0005,Frozen,32,239,17.4,Sunny,0,Winter,0
2022/1/2,P0005,Frozen,21,218,17.4,Rainy,0,Winter,0
2022/1/3,P0005,Frozen,39,179,17.4,Cloudy,0,Winter,0
2022/1/4,P0005,Frozen,33,146,17.4,Rainy,0,Winter,0
2022/1/5,P0005,Frozen,45,101,17.4,Sunny,0,Winter,0
2022/1/6,P0005,Frozen,78,205,17.4,Sunny,0,Winter,0
2022/1/7,P0005,Frozen,35,170,17.4,Rainy,1,Winter,14
2022/1/8,P0005,Frozen,49,121,17.4,Cloudy,1,Winter,15
2022/1/9,P0005,Frozen,65,327,17.4,Cloudy,1,Winter,12
2022/1/10,P0005,Frozen,17,310,17.4,Cloudy,0,Winter,0
2022/1/11,P0005,Frozen,58,252,17.4,Rainy,0,Winter,0
2022/1/12,P0005,Frozen,37,215,17.4,Cloudy,0,Winter,0
2022/1/13,P0005,Frozen,76,139,17.4,Cloudy,1,Winter,15
2022/1/14,P0005,Frozen,86,420,17.4,Cloudy,1,Winter,17
2022/1/15,P0005,Frozen,54,366,17.4,Rainy,0,Winter,0
2022/1/16,P0005,Frozen,28,338,17.4,Rainy,0,Winter,0
2022/1/17,P0005,Frozen,21,317,17.4,Sunny,0,Winter,0
2022/1/18,P0005,Frozen,68,249,17.4,Sunny,0,Winter,0
2022/1/19,P0005,Frozen,53,196,17.4,Rainy,0,Winter,0
2022/1/20,P0005,Frozen,31,165,17.4,Cloudy,0,Winter,0
2022/1/21,P0005,Frozen,24,141,17.4,Cloudy,0,Winter,0
2022/1/22,P0005,Frozen,34,107,17.4,Cloudy,0,Winter,0
2022/1/23,P0005,Frozen,74,301,17.4,Cloudy,1,Winter,19
2022/1/24,P0005,Frozen,29,272,17.4,Cloudy,0,Winter,0
2022/1/25,P0005,Frozen,62,210,17.4,Cloudy,0,Winter,0
2022/1/26,P0005,Frozen,50,160,17.4,Cloudy,0,Winter,0
2022/1/27,P0005,Frozen,41,119,17.4,Sunny,0,Winter,0
2022/1/28,P0005,Frozen,60,322,17.4,Sunny,0,Winter,0
2022/1/29,P0005,Frozen,82,240,17.4,Cloudy,0,Winter,0
2022/1/30,P0005,Frozen,56,184,17.4,Sunny,0,Winter,0
2022/1/31,P0005,Frozen,54,130,17.4,Rainy,0,Winter,0
2022/2/1,P0005,Frozen,74,303,17.4,Cloudy,1,Winter,10
2022/2/2,P0005,Frozen,67,236,17.4,Cloudy,0,Winter,0
2022/2/3,P0005,Frozen,38,198,17.4,Cloudy,0,Winter,0
2022/2/4,P0005,Frozen,53,145,17.4,Rainy,0,Winter,0
2022/2/5,P0005,Frozen,22,123,17.4,Rainy,0,Winter,0
2022/2/6,P0005,Frozen,50,297,17.4,Sunny,0,Winter,0
2022/2/7,P0005,Frozen,53,244,17.4,Sunny,0,Winter,0
2022/2/8,P0005,Frozen,42,202,17.4,Cloudy,0,Winter,0
2022/2/9,P0005,Frozen,35,167,17.4,Rainy,0,Winter,0
2022/2/10,P0005,Frozen,37,130,17.4,Cloudy,0,Winter,0
2022/2/11,P0005,Frozen,32,368,17.4,Cloudy,0,Winter,0
2022/2/12,P0005,Frozen,47,321,17.4,Cloudy,0,Winter,0
2022/2/13,P0005,Frozen,13,308,17.4,Rainy,0,Winter,0
