Date,Product ID,Category,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Holiday/Promotion,Seasonality
2022-02-04,P0004,Personal Care,368.6,52.6,0.0,30.74,0.0,Rainy,0,Winter
2022-02-04,P0005,Personal Care,701.6,139.2,0.0,72.1,0.0,Rainy,0,Winter
2022-02-04,P0006,Personal Care,1731.7,165.4,0.0,51.92,0.0,Rainy,0,Winter
2022-02-04,P0007,Snacks,951.3,215.1,632.3,19.54,23.5,Rainy,0,Winter
2022-02-04,P0008,Snacks,868.0,128.2,0.0,47.17,0.0,Rainy,0,Winter
2022-02-04,P0009,Snacks,476.4,112.0,0.0,16.73,0.0,Rainy,0,Winter
2022-02-04,P0010,Groceries,738.4,90.2,0.0,60.82,0.0,Rainy,0,Winter
2022-02-04,P0011,Household,275.4,57.2,0.0,35.65,0.0,Rainy,0,Winter
2022-02-04,P0012,Groceries,278.5,66.7,199.6,50.84,36.1,Rainy,0,Winter
2022-02-04,P0013,Beverages,716.4,175.8,0.0,79.3,0.0,Rainy,0,Winter
2022-02-04,P0014,Personal Care,1242.0,142.7,676.2,40.69,0.0,Rainy,0,Winter
2022-02-04,P0015,Personal Care,274.2,53.8,0.0,56.15,27.9,Rainy,0,Winter
2022-02-04,P0016,Household,882.0,84.7,0.0,39.37,0.0,Rainy,0,Winter
2022-02-04,P0017,Beverages,686.4,99.9,0.0,45.22,0.0,Rainy,0,Winter
2022-02-04,P0018,Beverages,217.9,34.4,0.0,53.28,0.0,Rainy,0,Winter
2022-02-04,P0019,Groceries,1420.9,176.7,0.0,33.86,0.0,Rainy,0,Winter
2022-02-04,P0020,Household,198.1,62.3,0.0,52.17,0.0,Rainy,0,Winter
2022-02-05,P0001,Personal Care,982.0,352.6,0.0,52.28,14.6,Sunny,1,Winter
2022-02-05,P0002,Personal Care,1028.3,552.1,0.0,19.48,25.9,Sunny,1,Winter
2022-02-05,P0003,Groceries,355.1,237.0,0.0,33.97,39.7,Sunny,1,Winter
2022-02-05,P0004,Personal Care,696.8,120.0,448.2,23.53,23.5,Sunny,1,Winter
2022-02-05,P0005,Personal Care,1347.6,293.3,939.3,56.26,22.0,Sunny,1,Winter
2022-02-05,P0006,Personal Care,1504.2,227.5,0.0,45.68,12.0,Sunny,1,Winter
2022-02-05,P0007,Snacks,703.0,248.4,0.0,16.46,35.6,Sunny,1,Winter
2022-02-05,P0008,Snacks,1425.3,470.8,1028.1,30.26,35.9,Sunny,1,Winter
2022-02-05,P0009,Snacks,827.6,146.6,497.8,13.92,16.8,Sunny,1,Winter
2022-02-05,P0010,Groceries,555.1,183.3,0.0,40.88,32.8,Sunny,1,Winter
2022-02-05,P0011,Household,521.9,129.5,376.0,22.57,36.7,Sunny,1,Winter
2022-02-05,P0012,Groceries,214.4,64.1,0.0,59.43,25.4,Sunny,1,Winter
2022-02-05,P0013,Beverages,1307.0,411.9,1002.6,56.01,29.4,Sunny,1,Winter
2022-02-05,P0014,Personal Care,1002.3,239.6,0.0,32.0,21.4,Sunny,1,Winter
2022-02-05,P0015,Personal Care,438.9,60.5,225.3,61.07,21.6,Sunny,1,Winter
2022-02-05,P0016,Household,1301.1,371.4,790.4,25.43,35.4,Sunny,1,Winter
2022-02-05,P0017,Beverages,1326.5,400.4,1040.5,29.28,35.3,Sunny,1,Winter
2022-02-05,P0018,Beverages,270.1,83.0,135.2,45.28,15.0,Sunny,1,Winter
2022-02-05,P0019,Groceries,1017.1,403.7,0.0,28.15,16.9,Sunny,1,Winter
2022-02-05,P0020,Household,365.1,99.4,266.4,45.4,13.0,Sunny,1,Winter
2022-02-06,P0001,Personal Care,1911.3,229.5,1158.8,47.51,22.4,Sunny,1,Winter
2022-02-06,P0002,Personal Care,1952.8,470.0,1394.5,19.82,24.6,Sunny,1,Winter
2022-02-06,P0003,Groceries,665.8,194.4,505.1,36.61,35.1,Sunny,1,Winter
2022-02-06,P0004,Personal Care,603.8,93.0,0.0,23.57,23.3,Sunny,1,Winter
2022-02-06,P0005,Personal Care,1075.2,272.4,0.0,53.1,26.4,Sunny,1,Winter
2022-02-06,P0006,Personal Care,1212.1,292.1,0.0,46.25,10.9,Sunny,1,Winter
2022-02-06,P0007,Snacks,951.3,248.1,496.4,17.06,33.2,Sunny,1,Winter
2022-02-06,P0008,Snacks,1072.2,353.1,0.0,40.07,15.1,Sunny,1,Winter
2022-02-06,P0009,Snacks,666.2,161.4,0.0,10.85,35.2,Sunny,1,Winter
2022-02-06,P0010,Groceries,828.6,173.0,446.5,51.5,15.3,Sunny,1,Winter
2022-02-06,P0011,Household,414.8,107.0,0.0,24.84,30.3,Sunny,1,Winter
2022-02-06,P0012,Groceries,159.7,54.7,0.0,67.71,15.0,Sunny,1,Winter
2022-02-06,P0013,Beverages,736.3,570.8,0.0,47.59,40.0,Sunny,1,Winter
2022-02-06,P0014,Personal Care,806.1,196.2,0.0,27.07,33.5,Sunny,1,Winter
2022-02-06,P0015,Personal Care,354.3,84.6,0.0,63.06,19.0,Sunny,1,Winter
2022-02-06,P0016,Household,1049.2,251.9,0.0,26.8,31.9,Sunny,1,Winter
2022-02-06,P0017,Beverages,990.5,336.1,0.0,29.13,35.6,Sunny,1,Winter
2022-02-06,P0018,Beverages,200.5,69.6,0.0,38.47,27.8,Sunny,1,Winter
2022-02-06,P0019,Groceries,1597.5,442.9,1023.3,26.88,20.6,Sunny,1,Winter
2022-02-06,P0020,Household,263.9,101.2,0.0,38.36,26.5,Sunny,1,Winter
2022-02-07,P0001,Personal Care,1754.1,157.2,0.0,61.24,0.0,Sunny,0,Winter
2022-02-07,P0002,Personal Care,1744.3,208.4,0.0,26.29,0.0,Sunny,0,Winter
2022-02-07,P0003,Groceries,608.8,57.0,0.0,56.38,0.0,Sunny,0,Winter
2022-02-07,P0004,Personal Care,532.8,70.9,0.0,30.74,0.0,Sunny,0,Winter
2022-02-07,P0005,Personal Care,958.5,116.7,0.0,72.1,0.0,Sunny,0,Winter
2022-02-07,P0006,Personal Care,1107.9,104.2,0.0,51.92,0.0,Sunny,0,Winter
2022-02-07,P0007,Snacks,823.0,128.4,0.0,25.55,0.0,Sunny,0,Winter
2022-02-07,P0008,Snacks,920.6,151.5,0.0,47.17,0.0,Sunny,0,Winter
2022-02-07,P0009,Snacks,597.2,69.0,0.0,16.73,0.0,Sunny,0,Winter
2022-02-07,P0010,Groceries,715.5,113.1,0.0,60.82,0.0,Sunny,0,Winter
2022-02-07,P0011,Household,350.4,64.5,0.0,35.65,0.0,Sunny,0,Winter
2022-02-07,P0012,Groceries,278.5,35.4,154.2,79.62,0.0,Sunny,0,Winter
2022-02-07,P0013,Beverages,1307.0,128.8,699.6,79.3,0.0,Sunny,0,Winter
2022-02-07,P0014,Personal Care,720.8,85.3,0.0,40.69,0.0,Sunny,0,Winter
2022-02-07,P0015,Personal Care,320.1,34.3,0.0,77.87,0.0,Sunny,0,Winter
2022-02-07,P0016,Household,967.6,81.6,0.0,39.37,0.0,Sunny,0,Winter
2022-02-07,P0017,Beverages,809.7,180.7,0.0,45.22,0.0,Sunny,0,Winter
2022-02-07,P0018,Beverages,177.5,23.0,0.0,53.28,0.0,Sunny,0,Winter
2022-02-07,P0019,Groceries,1347.2,250.3,0.0,33.86,0.0,Sunny,0,Winter
2022-02-07,P0020,Household,222.0,41.9,0.0,52.17,0.0,Sunny,0,Winter
2022-02-08,P0001,Personal Care,1535.4,218.7,0.0,61.24,0.0,Cold,0,Winter
2022-02-08,P0002,Personal Care,1548.9,195.4,0.0,26.29,0.0,Cold,0,Winter
2022-02-08,P0003,Groceries,454.0,154.8,0.0,50.64,10.2,Cold,0,Winter
2022-02-08,P0004,Personal Care,470.0,62.9,0.0,30.74,0.0,Cold,0,Winter
2022-02-08,P0005,Personal Care,796.6,162.0,0.0,56.26,22.0,Cold,0,Winter
2022-02-08,P0006,Personal Care,952.8,155.1,0.0,51.92,0.0,Cold,0,Winter
2022-02-08,P0007,Snacks,606.8,216.1,0.0,20.65,19.2,Cold,0,Winter
2022-02-08,P0008,Snacks,723.7,196.9,0.0,47.17,0.0,Cold,0,Winter
2022-02-08,P0009,Snacks,492.1,105.1,0.0,16.73,0.0,Cold,0,Winter
2022-02-08,P0010,Groceries,564.3,151.2,0.0,39.37,35.3,Cold,0,Winter
2022-02-08,P0011,Household,310.6,39.8,0.0,35.65,0.0,Cold,0,Winter
2022-02-08,P0012,Groceries,247.0,31.5,0.0,79.62,0.0,Cold,0,Winter
2022-02-08,P0013,Beverages,1131.4,175.7,0.0,79.3,0.0,Cold,0,Winter
2022-02-08,P0014,Personal Care,1242.0,146.4,667.5,40.69,0.0,Cold,0,Winter
2022-02-08,P0015,Personal Care,271.3,48.7,0.0,77.87,0.0,Cold,0,Winter
2022-02-08,P0016,Household,798.3,169.2,0.0,28.55,27.5,Cold,0,Winter
2022-02-08,P0017,Beverages,692.0,117.7,0.0,45.22,0.0,Cold,0,Winter
2022-02-08,P0018,Beverages,270.1,51.0,143.6,44.52,16.4,Cold,0,Winter
2022-02-08,P0019,Groceries,1160.5,186.7,0.0,33.86,0.0,Cold,0,Winter
2022-02-08,P0020,Household,365.1,43.8,186.9,52.17,0.0,Cold,0,Winter
2022-02-09,P0001,Personal Care,1322.4,213.0,0.0,61.24,0.0,Hot,0,Winter
2022-02-09,P0002,Personal Care,1298.3,250.6,0.0,26.29,0.0,Hot,0,Winter
2022-02-09,P0003,Groceries,394.7,59.3,0.0,56.38,0.0,Hot,0,Winter
2022-02-09,P0004,Personal Care,407.3,62.6,0.0,30.74,0.0,Hot,0,Winter
2022-02-09,P0005,Personal Care,1347.6,145.4,696.5,72.1,0.0,Hot,0,Winter
2022-02-09,P0006,Personal Care,1897.1,217.2,1161.5,51.92,0.0,Hot,0,Winter
2022-02-09,P0007,Snacks,526.1,80.7,0.0,25.55,0.0,Hot,0,Winter
2022-02-09,P0008,Snacks,1425.3,130.4,831.9,47.17,0.0,Hot,0,Winter
2022-02-09,P0009,Snacks,416.9,75.2,0.0,16.73,0.0,Hot,0,Winter
2022-02-09,P0010,Groceries,473.0,91.3,0.0,60.82,0.0,Hot,0,Winter
2022-02-09,P0011,Household,521.9,102.1,313.4,30.07,15.7,Hot,0,Winter
2022-02-09,P0012,Groceries,216.7,30.4,0.0,79.62,0.0,Hot,0,Winter
2022-02-09,P0013,Beverages,1006.2,125.1,0.0,79.3,0.0,Hot,0,Winter
2022-02-09,P0014,Personal Care,1069.4,172.6,0.0,40.69,0.0,Hot,0,Winter
2022-02-09,P0015,Personal Care,234.8,36.5,0.0,77.87,0.0,Hot,0,Winter
2022-02-09,P0016,Household,699.7,98.7,0.0,39.37,0.0,Hot,0,Winter
2022-02-09,P0017,Beverages,1326.5,143.6,778.2,45.22,0.0,Hot,0,Winter
2022-02-09,P0018,Beverages,237.3,32.9,0.0,53.28,0.0,Hot,0,Winter
2022-02-09,P0019,Groceries,1007.4,153.1,0.0,33.86,0.0,Hot,0,Winter
2022-02-09,P0020,Household,301.1,64.0,0.0,52.17,0.0,Hot,0,Winter
2022-02-10,P0001,Personal Care,1065.8,256.7,0.0,44.74,26.9,Sunny,0,Winter
2022-02-10,P0002,Personal Care,1104.6,193.7,0.0,26.29,0.0,Sunny,0,Winter
2022-02-10,P0003,Groceries,665.8,67.1,338.2,56.38,0.0,Sunny,0,Winter
2022-02-10,P0004,Personal Care,696.8,116.5,405.9,21.43,30.3,Sunny,0,Winter
2022-02-10,P0005,Personal Care,1221.5,126.1,0.0,72.1,0.0,Sunny,0,Winter
2022-02-10,P0006,Personal Care,1781.3,115.9,0.0,51.92,0.0,Sunny,0,Winter
2022-02-10,P0007,Snacks,951.3,79.7,505.0,25.55,0.0,Sunny,0,Winter
2022-02-10,P0008,Snacks,1285.7,139.5,0.0,47.17,0.0,Sunny,0,Winter
2022-02-10,P0009,Snacks,827.6,56.5,467.1,16.73,0.0,Sunny,0,Winter
2022-02-10,P0010,Groceries,828.6,102.5,458.0,60.82,0.0,Sunny,0,Winter
2022-02-10,P0011,Household,472.5,49.4,0.0,35.65,0.0,Sunny,0,Winter
2022-02-10,P0012,Groceries,192.3,24.4,0.0,79.62,0.0,Sunny,0,Winter
2022-02-10,P0013,Beverages,854.9,151.3,0.0,79.3,0.0,Sunny,0,Winter
2022-02-10,P0014,Personal Care,952.0,117.4,0.0,40.69,0.0,Sunny,0,Winter
2022-02-10,P0015,Personal Care,438.9,36.9,241.1,77.87,0.0,Sunny,0,Winter
2022-02-10,P0016,Household,1301.1,205.5,806.9,30.77,21.8,Sunny,0,Winter
2022-02-10,P0017,Beverages,1167.6,159.0,0.0,45.22,0.0,Sunny,0,Winter
2022-02-10,P0018,Beverages,212.8,24.5,0.0,53.28,0.0,Sunny,0,Winter
2022-02-10,P0019,Groceries,1597.5,573.9,1164.1,23.54,30.5,Sunny,0,Winter
2022-02-10,P0020,Household,237.6,63.5,0.0,46.28,11.3,Sunny,0,Winter
2022-02-11,P0001,Personal Care,1911.3,178.1,1023.6,61.24,0.0,Rainy,0,Winter
2022-02-11,P0002,Personal Care,1952.8,715.3,1563.4,18.24,30.6,Rainy,0,Winter
2022-02-11,P0003,Groceries,598.7,67.1,0.0,56.38,0.0,Rainy,0,Winter
2022-02-11,P0004,Personal Care,580.3,116.5,0.0,20.88,32.1,Rainy,0,Winter
2022-02-11,P0005,Personal Care,1078.2,143.3,0.0,72.1,0.0,Rainy,0,Winter
2022-02-11,P0006,Personal Care,1606.7,174.6,0.0,51.92,0.0,Rainy,0,Winter
2022-02-11,P0007,Snacks,865.5,85.8,0.0,25.55,0.0,Rainy,0,Winter
2022-02-11,P0008,Snacks,1152.8,132.9,0.0,47.17,0.0,Rainy,0,Winter
2022-02-11,P0009,Snacks,741.0,86.6,0.0,16.73,0.0,Rainy,0,Winter
2022-02-11,P0010,Groceries,624.9,203.7,0.0,39.1,35.7,Rainy,0,Winter
2022-02-11,P0011,Household,423.0,49.5,0.0,35.65,0.0,Rainy,0,Winter
2022-02-11,P0012,Groceries,165.7,26.6,0.0,79.62,0.0,Rainy,0,Winter
2022-02-11,P0013,Beverages,746.4,108.5,0.0,79.3,0.0,Rainy,0,Winter
2022-02-11,P0014,Personal Care,835.2,116.8,0.0,40.69,0.0,Rainy,0,Winter
2022-02-11,P0015,Personal Care,404.7,34.2,0.0,77.87,0.0,Rainy,0,Winter
2022-02-11,P0016,Household,1233.1,68.0,0.0,39.37,0.0,Rainy,0,Winter
2022-02-11,P0017,Beverages,1049.5,118.1,0.0,45.22,0.0,Rainy,0,Winter
2022-02-11,P0018,Beverages,176.3,36.4,0.0,53.28,0.0,Rainy,0,Winter
2022-02-11,P0019,Groceries,1394.5,203.0,0.0,33.86,0.0,Rainy,0,Winter
2022-02-11,P0020,Household,365.1,56.3,183.8,52.17,0.0,Rainy,0,Winter
2022-02-12,P0001,Personal Care,1566.5,344.8,0.0,52.32,14.6,Sunny,1,Winter
2022-02-12,P0002,Personal Care,1208.1,744.7,0.0,18.91,28.1,Sunny,1,Winter
2022-02-12,P0003,Groceries,438.1,160.6,0.0,49.73,11.8,Sunny,1,Winter
2022-02-12,P0004,Personal Care,459.8,120.5,0.0,25.46,17.2,Sunny,1,Winter
2022-02-12,P0005,Personal Care,705.2,373.0,0.0,50.81,29.5,Sunny,1,Winter
2022-02-12,P0006,Personal Care,1214.7,392.0,0.0,43.54,16.1,Sunny,1,Winter
2022-02-12,P0007,Snacks,663.9,201.6,0.0,18.24,28.6,Sunny,1,Winter
2022-02-12,P0008,Snacks,792.0,360.8,0.0,34.99,25.8,Sunny,1,Winter
2022-02-12,P0009,Snacks,543.6,197.4,0.0,14.24,14.9,Sunny,1,Winter
2022-02-12,P0010,Groceries,828.6,271.3,475.0,48.58,20.1,Sunny,1,Winter
2022-02-12,P0011,Household,300.7,122.3,0.0,26.32,26.2,Sunny,1,Winter
2022-02-12,P0012,Groceries,278.5,75.8,188.6,49.43,37.9,Sunny,1,Winter
2022-02-12,P0013,Beverages,1307.0,334.5,895.1,65.9,16.9,Sunny,1,Winter
2022-02-12,P0014,Personal Care,1242.0,230.6,637.4,27.33,32.8,Sunny,1,Winter
2022-02-12,P0015,Personal Care,337.3,67.5,0.0,47.91,38.5,Sunny,1,Winter
2022-02-12,P0016,Household,919.4,313.7,0.0,26.45,32.8,Sunny,1,Winter
2022-02-12,P0017,Beverages,1326.5,386.3,663.3,38.25,15.4,Sunny,1,Winter
2022-02-12,P0018,Beverages,270.1,55.4,149.2,40.26,24.4,Sunny,1,Winter
2022-02-12,P0019,Groceries,1117.7,276.8,0.0,23.62,30.2,Sunny,1,Winter
2022-02-12,P0020,Household,262.8,102.2,0.0,45.25,13.3,Sunny,1,Winter
2022-02-13,P0001,Personal Care,1298.5,268.0,0.0,47.64,22.2,Rainy,1,Winter
2022-02-13,P0002,Personal Care,1952.8,714.7,1459.4,20.04,23.8,Rainy,1,Winter
2022-02-13,P0003,Groceries,665.8,138.5,366.2,47.76,15.3,Rainy,1,Winter
2022-02-13,P0004,Personal Care,696.8,135.2,372.2,24.02,21.9,Rainy,1,Winter
2022-02-13,P0005,Personal Care,1347.6,386.4,1028.8,43.98,39.0,Rainy,1,Winter
2022-02-13,P0006,Personal Care,1897.1,301.4,983.8,41.9,19.3,Rainy,1,Winter
2022-02-13,P0007,Snacks,951.3,192.4,479.8,19.48,23.7,Rainy,1,Winter
2022-02-13,P0008,Snacks,1425.3,374.7,1008.0,30.63,35.1,Rainy,1,Winter
2022-02-13,P0009,Snacks,827.6,176.6,460.6,13.17,21.3,Rainy,1,Winter
2022-02-13,P0010,Groceries,614.0,214.5,0.0,39.99,34.2,Rainy,1,Winter
2022-02-13,P0011,Household,521.9,90.2,311.4,26.58,25.4,Rainy,1,Winter
2022-02-13,P0012,Groceries,205.4,73.1,0.0,62.04,22.1,Rainy,1,Winter
2022-02-13,P0013,Beverages,814.0,493.0,0.0,71.36,10.0,Rainy,1,Winter
2022-02-13,P0014,Personal Care,1043.6,198.3,0.0,28.87,29.1,Rainy,1,Winter
2022-02-13,P0015,Personal Care,269.9,67.3,0.0,69.32,11.0,Rainy,1,Winter
2022-02-13,P0016,Household,738.1,181.3,0.0,28.09,28.7,Rainy,1,Winter
2022-02-13,P0017,Beverages,1144.0,182.6,0.0,35.46,21.6,Rainy,1,Winter
2022-02-13,P0018,Beverages,164.1,106.0,0.0,33.53,37.1,Rainy,1,Winter
2022-02-13,P0019,Groceries,1597.5,524.6,1004.4,20.57,39.2,Rainy,1,Winter
2022-02-13,P0020,Household,365.1,102.0,204.2,44.63,14.4,Rainy,1,Winter
2022-02-14,P0001,Personal Care,1041.6,256.8,0.0,47.19,22.9,Rainy,1,Winter
2022-02-14,P0002,Personal Care,1266.2,686.6,0.0,21.09,19.8,Rainy,1,Winter
2022-02-14,P0003,Groceries,549.4,116.4,0.0,48.31,14.3,Rainy,1,Winter
2022-02-14,P0004,Personal Care,584.5,112.3,0.0,23.97,22.0,Rainy,1,Winter
2022-02-14,P0005,Personal Care,1106.7,240.9,0.0,47.09,34.7,Rainy,1,Winter
2022-02-14,P0006,Personal Care,1600.9,296.2,0.0,42.75,17.7,Rainy,1,Winter
2022-02-14,P0007,Snacks,766.6,184.7,0.0,18.44,27.8,Rainy,1,Winter
2022-02-14,P0008,Snacks,1157.9,267.4,0.0,38.27,18.9,Rainy,1,Winter
2022-02-14,P0009,Snacks,723.9,103.7,0.0,12.75,23.8,Rainy,1,Winter
2022-02-14,P0010,Groceries,828.6,250.8,465.4,45.33,25.5,Rainy,1,Winter
2022-02-14,P0011,Household,418.9,103.0,0.0,31.6,11.4,Rainy,1,Winter
2022-02-14,P0012,Groceries,154.3,51.1,0.0,58.6,26.4,Rainy,1,Winter
2022-02-14,P0013,Beverages,1307.0,351.7,844.7,57.33,27.7,Rainy,1,Winter
2022-02-14,P0014,Personal Care,864.2,179.4,0.0,34.18,16.0,Rainy,1,Winter
2022-02-14,P0015,Personal Care,223.5,46.4,0.0,69.85,10.3,Rainy,1,Winter
2022-02-14,P0016,Household,1301.1,121.7,684.7,33.18,15.7,Rainy,1,Winter
2022-02-14,P0017,Beverages,951.4,192.5,0.0,30.77,32.0,Rainy,1,Winter
2022-02-14,P0018,Beverages,270.1,68.9,174.9,38.21,28.3,Rainy,1,Winter
2022-02-14,P0019,Groceries,1181.8,415.8,0.0,22.16,34.5,Rainy,1,Winter
2022-02-14,P0020,Household,297.2,67.9,0.0,41.68,20.1,Rainy,1,Winter
2022-02-15,P0001,Personal Care,1911.3,227.9,1097.5,61.24,0.0,Hot,0,Winter
2022-02-15,P0002,Personal Care,1045.7,220.5,0.0,26.29,0.0,Hot,0,Winter
2022-02-15,P0003,Groceries,347.3,202.1,0.0,44.3,21.4,Hot,0,Winter
2022-02-15,P0004,Personal Care,499.2,85.3,0.0,25.18,18.1,Hot,0,Winter
2022-02-15,P0005,Personal Care,959.3,147.3,0.0,72.1,0.0,Hot,0,Winter
2022-02-15,P0006,Personal Care,1465.1,135.8,0.0,51.92,0.0,Hot,0,Winter
2022-02-15,P0007,Snacks,666.7,99.9,0.0,25.55,0.0,Hot,0,Winter
2022-02-15,P0008,Snacks,761.9,396.0,0.0,34.52,26.8,Hot,0,Winter
2022-02-15,P0009,Snacks,633.0,90.9,0.0,16.73,0.0,Hot,0,Winter
2022-02-15,P0010,Groceries,748.2,80.3,0.0,60.82,0.0,Hot,0,Winter
2022-02-15,P0011,Household,368.9,50.0,0.0,35.65,0.0,Hot,0,Winter
2022-02-15,P0012,Groceries,278.5,49.0,173.2,52.46,34.1,Hot,0,Winter
2022-02-15,P0013,Beverages,1014.2,292.8,0.0,68.4,13.8,Hot,0,Winter
2022-02-15,P0014,Personal Care,1242.0,273.1,650.9,35.99,11.6,Hot,0,Winter
2022-02-15,P0015,Personal Care,438.9,52.8,268.2,65.1,16.4,Hot,0,Winter
2022-02-15,P0016,Household,1063.7,237.4,0.0,26.4,32.9,Hot,0,Winter
2022-02-15,P0017,Beverages,798.5,153.0,0.0,45.22,0.0,Hot,0,Winter
2022-02-15,P0018,Beverages,252.4,17.8,0.0,53.28,0.0,Hot,0,Winter
2022-02-15,P0019,Groceries,1075.9,105.9,0.0,33.86,0.0,Hot,0,Winter
2022-02-15,P0020,Household,236.1,61.1,0.0,52.17,0.0,Hot,0,Winter
2022-02-16,P0001,Personal Care,1736.4,174.8,0.0,61.24,0.0,Sunny,0,Winter
2022-02-16,P0002,Personal Care,1952.8,156.9,1063.9,26.29,0.0,Sunny,0,Winter
2022-02-16,P0003,Groceries,665.8,65.9,384.4,56.38,0.0,Sunny,0,Winter
2022-02-16,P0004,Personal Care,438.4,60.9,0.0,30.74,0.0,Sunny,0,Winter
2022-02-16,P0005,Personal Care,760.8,198.6,0.0,72.1,0.0,Sunny,0,Winter
2022-02-16,P0006,Personal Care,1206.5,258.6,0.0,51.92,0.0,Sunny,0,Winter
2022-02-16,P0007,Snacks,591.2,75.6,0.0,25.55,0.0,Sunny,0,Winter
2022-02-16,P0008,Snacks,1425.3,139.0,802.4,47.17,0.0,Sunny,0,Winter
2022-02-16,P0009,Snacks,557.1,76.0,0.0,16.73,0.0,Sunny,0,Winter
2022-02-16,P0010,Groceries,657.5,90.7,0.0,60.82,0.0,Sunny,0,Winter
2022-02-16,P0011,Household,320.3,48.6,0.0,35.65,0.0,Sunny,0,Winter
2022-02-16,P0012,Groceries,253.0,25.4,0.0,79.62,0.0,Sunny,0,Winter
2022-02-16,P0013,Beverages,744.8,269.4,0.0,63.93,19.4,Sunny,0,Winter
2022-02-16,P0014,Personal Care,1145.9,96.0,0.0,40.69,0.0,Sunny,0,Winter
2022-02-16,P0015,Personal Care,409.0,30.0,0.0,77.87,0.0,Sunny,0,Winter
2022-02-16,P0016,Household,960.5,103.3,0.0,39.37,0.0,Sunny,0,Winter
2022-02-16,P0017,Beverages,1326.5,150.0,678.1,45.22,0.0,Sunny,0,Winter
2022-02-16,P0018,Beverages,221.9,30.4,0.0,53.28,0.0,Sunny,0,Winter
2022-02-16,P0019,Groceries,943.7,132.2,0.0,33.86,0.0,Sunny,0,Winter
2022-02-16,P0020,Household,365.1,54.2,183.2,52.17,0.0,Sunny,0,Winter
2022-02-17,P0001,Personal Care,1497.4,239.0,0.0,51.34,16.2,Rainy,0,Winter
2022-02-17,P0002,Personal Care,1731.2,221.6,0.0,26.29,0.0,Rainy,0,Winter
2022-02-17,P0003,Groceries,599.6,66.2,0.0,56.38,0.0,Rainy,0,Winter
2022-02-17,P0004,Personal Care,375.1,63.3,0.0,30.74,0.0,Rainy,0,Winter
2022-02-17,P0005,Personal Care,1347.6,136.9,723.7,72.1,0.0,Rainy,0,Winter
2022-02-17,P0006,Personal Care,1071.6,134.9,0.0,51.92,0.0,Rainy,0,Winter
2022-02-17,P0007,Snacks,951.3,145.8,506.0,18.79,26.4,Rainy,0,Winter
2022-02-17,P0008,Snacks,1284.2,141.0,0.0,47.17,0.0,Rainy,0,Winter
2022-02-17,P0009,Snacks,480.9,76.2,0.0,16.73,0.0,Rainy,0,Winter
2022-02-17,P0010,Groceries,496.0,161.6,0.0,43.69,28.2,Rainy,0,Winter
2022-02-17,P0011,Household,264.1,56.2,0.0,35.65,0.0,Rainy,0,Winter
2022-02-17,P0012,Groceries,215.6,37.4,0.0,79.62,0.0,Rainy,0,Winter
2022-02-17,P0013,Beverages,1307.0,141.1,703.3,79.3,0.0,Rainy,0,Winter
2022-02-17,P0014,Personal Care,1013.1,132.8,0.0,40.69,0.0,Rainy,0,Winter
2022-02-17,P0015,Personal Care,376.1,32.9,0.0,77.87,0.0,Rainy,0,Winter
2022-02-17,P0016,Household,894.1,66.3,0.0,39.37,0.0,Rainy,0,Winter
2022-02-17,P0017,Beverages,1190.5,136.0,0.0,45.22,0.0,Rainy,0,Winter
2022-02-17,P0018,Beverages,196.3,25.6,0.0,53.28,0.0,Rainy,0,Winter
2022-02-17,P0019,Groceries,1597.5,273.0,926.9,33.86,0.0,Rainy,0,Winter
2022-02-17,P0020,Household,328.7,36.3,0.0,52.17,0.0,Rainy,0,Winter
2022-02-18,P0001,Personal Care,1367.9,129.6,0.0,61.24,0.0,Rainy,0,Winter
2022-02-18,P0002,Personal Care,1277.2,454.0,0.0,22.29,15.2,Rainy,0,Winter
2022-02-18,P0003,Groceries,492.0,107.6,0.0,43.14,23.5,Rainy,0,Winter
2022-02-18,P0004,Personal Care,696.8,61.9,383.6,30.74,0.0,Rainy,0,Winter
2022-02-18,P0005,Personal Care,1131.5,216.2,0.0,48.19,33.2,Rainy,0,Winter
2022-02-18,P0006,Personal Care,1897.1,431.0,1256.5,36.95,28.8,Rainy,0,Winter
2022-02-18,P0007,Snacks,863.2,88.2,0.0,25.55,0.0,Rainy,0,Winter
2022-02-18,P0008,Snacks,1125.3,159.0,0.0,47.17,0.0,Rainy,0,Winter
2022-02-18,P0009,Snacks,827.6,110.8,457.5,16.73,0.0,Rainy,0,Winter
2022-02-18,P0010,Groceries,828.6,133.2,465.9,60.82,0.0,Rainy,0,Winter
2022-02-18,P0011,Household,521.9,50.8,308.6,35.65,0.0,Rainy,0,Winter
2022-02-18,P0012,Groceries,176.6,39.0,0.0,79.62,0.0,Rainy,0,Winter
2022-02-18,P0013,Beverages,1147.7,159.3,0.0,79.3,0.0,Rainy,0,Winter
2022-02-18,P0014,Personal Care,876.2,136.9,0.0,40.69,0.0,Rainy,0,Winter
2022-02-18,P0015,Personal Care,343.6,32.5,0.0,77.87,0.0,Rainy,0,Winter
2022-02-18,P0016,Household,829.9,64.3,0.0,39.37,0.0,Rainy,0,Winter
2022-02-18,P0017,Beverages,1072.5,118.0,0.0,45.22,0.0,Rainy,0,Winter
