Date,Product ID,Category,Seasonality,Units Sold,Price
2015/3/1,3,Chicken,Spring,1,20.75
2015/3/1,4,Classic,Spring,0,15.125
2015/3/1,5,Veggie,Spring,2,18.5
2015/3/1,6,Veggie,Spring,4,16.79166667
2015/3/1,7,Classic,Spring,2,12.5
2015/3/1,8,Classic,Spring,1,16
2015/3/1,10,Chicken,Spring,3,16.75
2015/3/2,1,Chicken,Spring,4,15.86111111
2015/3/2,2,Chicken,Spring,1,18.46428571
2015/3/2,3,Chicken,Spring,1,16.75
2015/3/2,4,Classic,Spring,3,15.33333333
2015/3/2,5,Veggie,Spring,2,18.5
2015/3/2,6,Veggie,Spring,3,15.25
2015/3/2,7,Classic,Spring,4,12.07142857
2015/3/2,8,Classic,Spring,1,19
2015/3/2,9,Supreme,Spring,2,18.6875
2015/3/2,10,Chicken,Spring,2,18.35
2015/3/3,1,Chicken,Spring,2,16.75
2015/3/3,2,Chicken,Spring,3,17.89285714
2015/3/3,3,Chicken,Spring,0,20.75
2015/3/3,4,Classic,Spring,3,16.14285714
2015/3/3,5,Veggie,Spring,2,18.5
2015/3/3,6,Veggie,Spring,2,16.0625
2015/3/3,7,Classic,Spring,5,13.43181818
2015/3/3,8,Classic,Spring,2,18.25
2015/3/3,9,Supreme,Spring,3,15.25
2015/3/3,10,Chicken,Spring,3,17.75
2015/3/4,1,Chicken,Spring,2,19.29545455
2015/3/4,2,Chicken,Spring,5,18.08333333
2015/3/4,3,Chicken,Spring,0,18.75
2015/3/4,4,Classic,Spring,4,15.77777778
2015/3/4,5,Veggie,Spring,1,18.5
2015/3/4,6,Veggie,Spring,1,17.41666667
2015/3/4,7,Classic,Spring,5,13.09375
2015/3/4,8,Classic,Spring,4,15.625
2015/3/4,9,Supreme,Spring,1,20.75
2015/3/4,10,Chicken,Spring,6,17.19444444
2015/3/5,1,Chicken,Spring,4,16.75
2015/3/5,2,Chicken,Spring,5,18.75
2015/3/5,4,Classic,Spring,3,13.71428571
2015/3/5,5,Veggie,Spring,1,18.5
2015/3/5,6,Veggie,Spring,3,13.71428571
2015/3/5,7,Classic,Spring,7,15.36363636
2015/3/5,8,Classic,Spring,2,12
2015/3/5,9,Supreme,Spring,2,15.25
2015/3/5,10,Chicken,Spring,2,18.25
2015/3/6,1,Chicken,Spring,3,16.75
2015/3/6,2,Chicken,Spring,2,19.15
2015/3/6,3,Chicken,Spring,0,14.75
2015/3/6,4,Classic,Spring,4,14.92857143
2015/3/6,5,Veggie,Spring,1,18.5
2015/3/6,6,Veggie,Spring,4,16.67857143
2015/3/6,7,Classic,Spring,2,10.84375
2015/3/6,8,Classic,Spring,1,14
2015/3/6,9,Supreme,Spring,1,18.625
2015/3/6,10,Chicken,Spring,1,19.95
2015/3/7,1,Chicken,Spring,5,17.47727273
2015/3/7,2,Chicken,Spring,0,18.75
2015/3/7,3,Chicken,Spring,1,14.75
2015/3/7,4,Classic,Spring,2,16.1
2015/3/7,5,Veggie,Spring,1,18.5
2015/3/7,6,Veggie,Spring,1,18.83333333
2015/3/7,7,Classic,Spring,1,15.95833333
2015/3/7,8,Classic,Spring,1,14.125
2015/3/7,9,Supreme,Spring,1,16.58333333
2015/3/7,10,Chicken,Spring,5,18.35
2015/3/8,1,Chicken,Spring,4,17.08333333
2015/3/8,2,Chicken,Spring,2,18.08333333
2015/3/8,3,Chicken,Spring,2,16.75
2015/3/8,4,Classic,Spring,4,13.33333333
2015/3/8,5,Veggie,Spring,2,18.5
2015/3/8,6,Veggie,Spring,2,15.0625
2015/3/8,7,Classic,Spring,7,12.38888889
2015/3/8,8,Classic,Spring,0,20.5
2015/3/8,9,Supreme,Spring,1,12.5
2015/3/8,10,Chicken,Spring,6,18.08333333
2015/3/9,1,Chicken,Spring,4,16.35
2015/3/9,2,Chicken,Spring,1,18.75
2015/3/9,3,Chicken,Spring,1,16.75
2015/3/9,4,Classic,Spring,4,16.55555556
2015/3/9,5,Veggie,Spring,4,18.5
2015/3/9,6,Veggie,Spring,2,20.25
2015/3/9,7,Classic,Spring,1,12.5
2015/3/9,8,Classic,Spring,2,18.25
2015/3/9,9,Supreme,Spring,2,19.33333333
2015/3/9,10,Chicken,Spring,1,19.41666667
2015/3/10,1,Chicken,Spring,2,18.08333333
2015/3/10,2,Chicken,Spring,1,18.75
2015/3/10,3,Chicken,Spring,3,16.75
2015/3/10,4,Classic,Spring,2,14.72222222
2015/3/10,5,Veggie,Spring,1,18.5
2015/3/10,6,Veggie,Spring,3,13.6
2015/3/10,7,Classic,Spring,5,14.13888889
2015/3/10,8,Classic,Spring,0,18.25
2015/3/10,9,Supreme,Spring,0,20.75
2015/3/10,10,Chicken,Spring,4,18.35
2015/3/11,1,Chicken,Spring,1,15.75
2015/3/11,2,Chicken,Spring,3,18.75
2015/3/11,4,Classic,Spring,3,14
2015/3/11,5,Veggie,Spring,3,18.5
2015/3/11,6,Veggie,Spring,4,16.10714286
2015/3/11,7,Classic,Spring,2,14.1
2015/3/11,8,Classic,Spring,2,14.83333333
2015/3/11,9,Supreme,Spring,0,14.5
2015/3/11,10,Chicken,Spring,6,17.15
2015/3/12,1,Chicken,Spring,3,18.75
2015/3/12,2,Chicken,Spring,2,17.55
2015/3/12,3,Chicken,Spring,1,12.75
2015/3/12,4,Classic,Spring,3,19
2015/3/12,5,Veggie,Spring,2,18.5
2015/3/12,6,Veggie,Spring,4,16.1
2015/3/12,7,Classic,Spring,0,13.41666667
2015/3/12,8,Classic,Spring,2,14.5
2015/3/12,9,Supreme,Spring,2,18.625
2015/3/12,10,Chicken,Spring,0,19.41666667
2015/3/13,1,Chicken,Spring,5,16.25
2015/3/13,2,Chicken,Spring,3,15.75
2015/3/13,3,Chicken,Spring,3,18.08333333
2015/3/13,4,Classic,Spring,5,14.8
2015/3/13,5,Veggie,Spring,1,18.5
2015/3/13,6,Veggie,Spring,1,18.125
2015/3/13,7,Classic,Spring,6,12.14285714
2015/3/13,8,Classic,Spring,3,14.83333333
2015/3/13,9,Supreme,Spring,1,18.625
2015/3/13,10,Chicken,Spring,7,17.36538462
2015/3/14,1,Chicken,Spring,3,17.55
2015/3/14,2,Chicken,Spring,2,16.75
2015/3/14,3,Chicken,Spring,1,12.75
2015/3/14,4,Classic,Spring,2,16
2015/3/14,5,Veggie,Spring,2,18.5
2015/3/14,6,Veggie,Spring,4,16.1
2015/3/14,7,Classic,Spring,2,12.6875
2015/3/14,8,Classic,Spring,7,17.61111111
2015/3/14,9,Supreme,Spring,3,15.16666667
2015/3/14,10,Chicken,Spring,3,16.75
2015/3/15,1,Chicken,Spring,6,16.30555556
2015/3/15,2,Chicken,Spring,1,15.41666667
2015/3/15,3,Chicken,Spring,0,16.75
2015/3/15,4,Classic,Spring,2,14.08333333
2015/3/15,5,Veggie,Spring,0,18.5
2015/3/15,6,Veggie,Spring,4,17.125
2015/3/15,7,Classic,Spring,5,12.875
2015/3/15,8,Classic,Spring,1,15.3
2015/3/15,9,Supreme,Spring,0,12.5
2015/3/15,10,Chicken,Spring,4,19.15
2015/3/16,1,Chicken,Spring,3,17.55
2015/3/16,2,Chicken,Spring,4,16.08333333
2015/3/16,3,Chicken,Spring,2,14.08333333
2015/3/16,4,Classic,Spring,1,18.25
2015/3/16,5,Veggie,Spring,1,18.5
2015/3/16,6,Veggie,Spring,3,15.42857143
2015/3/16,7,Classic,Spring,3,12.9
2015/3/16,8,Classic,Spring,1,15.5
2015/3/16,9,Supreme,Spring,1,14.5
2015/3/16,10,Chicken,Spring,1,15.95
2015/3/17,1,Chicken,Spring,7,17.36538462
2015/3/17,2,Chicken,Spring,4,16.75
2015/3/17,3,Chicken,Spring,2,15.41666667
2015/3/17,4,Classic,Spring,3,16.78571429
2015/3/17,5,Veggie,Spring,2,18.5
2015/3/17,6,Veggie,Spring,1,15.0625
2015/3/17,7,Classic,Spring,8,14.05
2015/3/17,8,Classic,Spring,3,17.66666667
2015/3/17,9,Supreme,Spring,3,16.625
2015/3/17,10,Chicken,Spring,3,17.41666667
2015/3/18,1,Chicken,Spring,5,17.63888889
2015/3/18,2,Chicken,Spring,2,18.75
2015/3/18,3,Chicken,Spring,1,18.08333333
2015/3/18,4,Classic,Spring,2,14.92857143
2015/3/18,5,Veggie,Spring,1,18.5
2015/3/18,6,Veggie,Spring,3,16.9
2015/3/18,7,Classic,Spring,1,14.27272727
2015/3/18,8,Classic,Spring,2,19
2015/3/18,9,Supreme,Spring,3,15.16666667
2015/3/18,10,Chicken,Spring,4,17.89285714
2015/3/19,1,Chicken,Spring,3,18.75
2015/3/19,2,Chicken,Spring,2,17.55
2015/3/19,3,Chicken,Spring,1,18.75
2015/3/19,4,Classic,Spring,3,16.15
2015/3/19,5,Veggie,Spring,3,18.5
2015/3/19,6,Veggie,Spring,0,20.25
2015/3/19,7,Classic,Spring,3,10.5
2015/3/19,8,Classic,Spring,2,16.16666667
2015/3/19,9,Supreme,Spring,1,16.58333333
2015/3/19,10,Chicken,Spring,1,18.08333333
2015/3/20,1,Chicken,Spring,2,15.75
2015/3/20,2,Chicken,Spring,6,16.30555556
2015/3/20,3,Chicken,Spring,1,16.75
2015/3/20,4,Classic,Spring,0,16.78571429
2015/3/20,5,Veggie,Spring,3,18.5
2015/3/20,6,Veggie,Spring,3,16.70833333
2015/3/20,7,Classic,Spring,2,11.95833333
2015/3/20,8,Classic,Spring,2,15.64285714
2015/3/20,9,Supreme,Spring,2,18.625
2015/3/20,10,Chicken,Spring,6,18.75
2015/3/21,1,Chicken,Spring,1,17.75
2015/3/21,2,Chicken,Spring,5,18.08333333
2015/3/21,3,Chicken,Spring,1,12.75
2015/3/21,4,Classic,Spring,1,16.125
2015/3/21,5,Veggie,Spring,4,18.5
2015/3/21,6,Veggie,Spring,2,17.0625
2015/3/21,7,Classic,Spring,3,12.8
2015/3/21,8,Classic,Spring,1,16
2015/3/21,9,Supreme,Spring,0,12.5
2015/3/21,10,Chicken,Spring,3,18.75
2015/3/22,1,Chicken,Spring,2,20.75
2015/3/22,2,Chicken,Spring,1,19.41666667
2015/3/22,3,Chicken,Spring,2,14.08333333
2015/3/22,4,Classic,Spring,1,16.1
2015/3/22,5,Veggie,Spring,2,18.5
2015/3/22,6,Veggie,Spring,0,15.0625
2015/3/22,7,Classic,Spring,2,12.6875
2015/3/22,8,Classic,Spring,0,16.25
2015/3/22,9,Supreme,Spring,0,20.75
2015/3/22,10,Chicken,Spring,1,19.41666667
2015/3/23,1,Chicken,Spring,4,18.35
2015/3/23,2,Chicken,Spring,3,19.75
2015/3/23,3,Chicken,Spring,3,16.75
2015/3/23,4,Classic,Spring,6,16.61111111
2015/3/23,5,Veggie,Spring,4,18.5
2015/3/23,6,Veggie,Spring,0,16.125
2015/3/23,7,Classic,Spring,5,14.53125
2015/3/23,8,Classic,Spring,1,17.5
2015/3/23,9,Supreme,Spring,2,14.5625
2015/3/23,10,Chicken,Spring,1,19.41666667
2015/3/24,1,Chicken,Spring,4,18.08333333
2015/3/24,2,Chicken,Spring,2,15.75
2015/3/24,3,Chicken,Spring,2,16.75
2015/3/24,4,Classic,Spring,2,14
2015/3/24,5,Veggie,Spring,3,18.5
2015/3/24,6,Veggie,Spring,2,15
2015/3/24,7,Classic,Spring,2,12
2015/3/24,8,Classic,Spring,1,18.25
2015/3/24,9,Supreme,Spring,1,20.75
2015/3/24,10,Chicken,Spring,3,17.75
2015/3/25,1,Chicken,Spring,2,17.55
2015/3/25,2,Chicken,Spring,5,17.25
2015/3/25,3,Chicken,Spring,3,17.75
2015/3/25,4,Classic,Spring,3,16
2015/3/25,5,Veggie,Spring,2,18.5
2015/3/25,6,Veggie,Spring,1,17.5
2015/3/25,7,Classic,Spring,3,12.9
2015/3/25,8,Classic,Spring,2,20.5
2015/3/25,9,Supreme,Spring,2,16.5
2015/3/25,10,Chicken,Spring,2,18.35
2015/3/26,1,Chicken,Spring,4,16.75
2015/3/26,2,Chicken,Spring,6,17.25
2015/3/26,3,Chicken,Spring,3,17.55
2015/3/26,4,Classic,Spring,3,17.28571429
2015/3/26,5,Veggie,Spring,0,18.5
2015/3/26,6,Veggie,Spring,1,12
2015/3/26,7,Classic,Spring,6,13.18181818
2015/3/26,8,Classic,Spring,1,20.5
2015/3/26,9,Supreme,Spring,1,12.5
2015/3/26,10,Chicken,Spring,6,17.89285714
2015/3/27,1,Chicken,Spring,3,18.75
2015/3/27,2,Chicken,Spring,3,16.75
2015/3/27,3,Chicken,Spring,3,15.75
2015/3/27,4,Classic,Spring,2,13.83333333
2015/3/27,5,Veggie,Spring,4,18.5
2015/3/27,6,Veggie,Spring,4,14.32142857
2015/3/27,7,Classic,Spring,4,14.25
2015/3/27,8,Classic,Spring,2,14.66666667
2015/3/27,9,Supreme,Spring,0,15.5625
2015/3/27,10,Chicken,Spring,1,20.75
2015/3/28,1,Chicken,Spring,4,17.32142857
2015/3/28,2,Chicken,Spring,3,18.08333333
2015/3/28,3,Chicken,Spring,2,14.75
2015/3/28,4,Classic,Spring,1,17
2015/3/28,5,Veggie,Spring,1,18.5
2015/3/28,6,Veggie,Spring,2,14.4
2015/3/28,7,Classic,Spring,3,11.9375
2015/3/28,8,Classic,Spring,2,14.83333333
2015/3/28,9,Supreme,Spring,1,20.75
2015/3/28,10,Chicken,Spring,2,17.55
2015/3/29,1,Chicken,Spring,1,18.75
2015/3/29,2,Chicken,Spring,6,17.95
2015/3/29,3,Chicken,Spring,2,17.55
2015/3/29,4,Classic,Spring,4,15.5
2015/3/29,5,Veggie,Spring,2,18.5
2015/3/29,6,Veggie,Spring,2,16
2015/3/29,7,Classic,Spring,3,15.5
2015/3/29,8,Classic,Spring,2,14
2015/3/29,9,Supreme,Spring,1,16.5
2015/3/29,10,Chicken,Spring,2,17.75
2015/3/30,1,Chicken,Spring,5,17.95
2015/3/30,2,Chicken,Spring,2,17.89285714
2015/3/30,3,Chicken,Spring,0,16.75
2015/3/30,4,Classic,Spring,5,16
2015/3/30,5,Veggie,Spring,2,18.5
2015/3/30,6,Veggie,Spring,3,16.08333333
2015/3/30,7,Classic,Spring,1,14.875
2015/3/30,8,Classic,Spring,2,18.25
2015/3/30,9,Supreme,Spring,2,13.5
2015/3/30,10,Chicken,Spring,5,17.19444444
2015/3/31,1,Chicken,Spring,6,19.29545455
2015/3/31,2,Chicken,Spring,3,18.75
2015/3/31,3,Chicken,Spring,0,14.75
2015/3/31,4,Classic,Spring,3,14.92857143
2015/3/31,5,Veggie,Spring,1,18.5
2015/3/31,6,Veggie,Spring,4,15.25
2015/3/31,7,Classic,Spring,1,13.5
2015/3/31,8,Classic,Spring,3,16.85714286
2015/3/31,9,Supreme,Spring,2,13.83333333
2015/3/31,10,Chicken,Spring,2,19.41666667
2015/4/1,1,Chicken,Spring,1,16.75
2015/4/1,2,Chicken,Spring,1,19.41666667
2015/4/1,3,Chicken,Spring,1,18.75
2015/4/1,4,Classic,Spring,3,15.625
2015/4/1,5,Veggie,Spring,3,18.5
2015/4/1,6,Veggie,Spring,2,13.6
2015/4/1,7,Classic,Spring,5,13.95833333
2015/4/1,8,Classic,Spring,4,14.08333333
2015/4/1,9,Supreme,Spring,2,17.29166667
2015/4/1,10,Chicken,Spring,1,19.41666667
2015/4/2,1,Chicken,Spring,2,17.32142857
2015/4/2,2,Chicken,Spring,4,16.30555556
2015/4/2,3,Chicken,Spring,2,15.15
2015/4/2,4,Classic,Spring,1,14.08333333
2015/4/2,5,Veggie,Spring,1,18.5
2015/4/2,6,Veggie,Spring,0,16
2015/4/2,7,Classic,Spring,2,13.43181818
2015/4/2,8,Classic,Spring,3,15.3
2015/4/2,9,Supreme,Spring,2,16.625
2015/4/2,10,Chicken,Spring,3,19.41666667
2015/4/3,1,Chicken,Spring,2,17.41666667
2015/4/3,2,Chicken,Spring,2,20.08333333
2015/4/3,3,Chicken,Spring,0,20.75
2015/4/3,4,Classic,Spring,4,13.33333333
2015/4/3,5,Veggie,Spring,2,18.5
2015/4/3,6,Veggie,Spring,4,14.89285714
2015/4/3,7,Classic,Spring,4,13.38636364
2015/4/3,8,Classic,Spring,3,15.125
2015/4/3,9,Supreme,Spring,0,16.58333333
2015/4/3,10,Chicken,Spring,5,17.47727273
2015/4/4,1,Chicken,Spring,3,16.75
2015/4/4,2,Chicken,Spring,5,16.08333333
2015/4/4,3,Chicken,Spring,1,16.75
2015/4/4,4,Classic,Spring,5,13.77777778
2015/4/4,5,Veggie,Spring,0,18.5
2015/4/4,6,Veggie,Spring,5,15.46428571
2015/4/4,7,Classic,Spring,5,12.85
2015/4/4,8,Classic,Spring,4,17.42857143
2015/4/4,9,Supreme,Spring,2,16.54166667
2015/4/4,10,Chicken,Spring,6,19.15
2015/4/5,1,Chicken,Spring,5,16.30555556
2015/4/5,2,Chicken,Spring,1,17.75
2015/4/5,3,Chicken,Spring,0,12.75
2015/4/5,4,Classic,Spring,2,13.6
2015/4/5,5,Veggie,Spring,1,18.5
2015/4/5,6,Veggie,Spring,1,14.75
2015/4/5,7,Classic,Spring,3,12.6875
2015/4/5,8,Classic,Spring,4,12.8
2015/4/5,9,Supreme,Spring,3,15.25
2015/4/5,10,Chicken,Spring,4,20.75
2015/4/6,1,Chicken,Spring,3,15.75
2015/4/6,2,Chicken,Spring,6,17.95
2015/4/6,3,Chicken,Spring,1,20.75
2015/4/6,4,Classic,Spring,3,15.5
2015/4/6,5,Veggie,Spring,1,18.5
2015/4/6,6,Veggie,Spring,4,15.375
2015/4/6,7,Classic,Spring,5,13.4375
2015/4/6,8,Classic,Spring,0,16.16666667
2015/4/6,9,Supreme,Spring,2,15.25
2015/4/6,10,Chicken,Spring,4,19.41666667
2015/4/7,1,Chicken,Spring,4,18.25
2015/4/7,2,Chicken,Spring,3,17.55
2015/4/7,3,Chicken,Spring,1,16.75
2015/4/7,4,Classic,Spring,2,14.0625
2015/4/7,5,Veggie,Spring,0,18.5
2015/4/7,6,Veggie,Spring,2,16.0625
2015/4/7,7,Classic,Spring,2,12.8
2015/4/7,8,Classic,Spring,1,12
2015/4/7,9,Supreme,Spring,1,16.625
2015/4/7,10,Chicken,Spring,1,19.41666667
2015/4/8,1,Chicken,Spring,4,16.35
2015/4/8,2,Chicken,Spring,3,19.75
2015/4/8,3,Chicken,Spring,2,18.08333333
2015/4/8,4,Classic,Spring,4,15.16666667
2015/4/8,5,Veggie,Spring,2,18.5
2015/4/8,6,Veggie,Spring,0,16.125
2015/4/8,7,Classic,Spring,6,13.07142857
2015/4/8,8,Classic,Spring,4,17.35714286
2015/4/8,9,Supreme,Spring,3,13.5
2015/4/8,10,Chicken,Spring,6,19.95
2015/4/9,1,Chicken,Spring,3,17.89285714
2015/4/9,2,Chicken,Spring,0,20.75
2015/4/9,3,Chicken,Spring,2,19.41666667
2015/4/9,4,Classic,Spring,1,14.66666667
2015/4/9,5,Veggie,Spring,1,18.5
2015/4/9,6,Veggie,Spring,1,16.125
2015/4/9,7,Classic,Spring,2,12.5
2015/4/9,8,Classic,Spring,4,18.57142857
2015/4/9,9,Supreme,Spring,1,14.5
2015/4/9,10,Chicken,Spring,2,17.75
2015/4/10,1,Chicken,Spring,3,15.75
2015/4/10,2,Chicken,Spring,3,17.55
2015/4/10,3,Chicken,Spring,2,15.41666667
2015/4/10,4,Classic,Spring,5,14.85714286
2015/4/10,5,Veggie,Spring,3,18.5
2015/4/10,6,Veggie,Spring,3,14.66666667
2015/4/10,7,Classic,Spring,5,13.09375
2015/4/10,8,Classic,Spring,1,12
2015/4/10,9,Supreme,Spring,0,17.91666667
2015/4/10,10,Chicken,Spring,4,18.08333333
2015/4/11,1,Chicken,Spring,5,17.75
2015/4/11,2,Chicken,Spring,2,16.75
2015/4/11,3,Chicken,Spring,1,16.75
2015/4/11,4,Classic,Spring,4,14.4
2015/4/11,5,Veggie,Spring,2,18.5
2015/4/11,6,Veggie,Spring,4,16.75
2015/4/11,7,Classic,Spring,6,12.525
2015/4/11,8,Classic,Spring,0,16
2015/4/11,9,Supreme,Spring,1,16.625
2015/4/11,10,Chicken,Spring,4,20.08333333
2015/4/12,1,Chicken,Spring,3,17.41666667
2015/4/12,2,Chicken,Spring,3,19.41666667
2015/4/12,3,Chicken,Spring,1,17.75
2015/4/12,4,Classic,Spring,6,15.15384615
2015/4/12,5,Veggie,Spring,2,18.5
2015/4/12,6,Veggie,Spring,4,14
2015/4/12,7,Classic,Spring,3,13.95833333
2015/4/12,8,Classic,Spring,0,16
2015/4/12,9,Supreme,Spring,1,17.91666667
2015/4/12,10,Chicken,Spring,4,16.75
2015/4/13,1,Chicken,Spring,6,19.25
2015/4/13,2,Chicken,Spring,5,17.15
2015/4/13,3,Chicken,Spring,0,18.75
2015/4/13,4,Classic,Spring,2,14.75
2015/4/13,5,Veggie,Spring,1,18.5
2015/4/13,6,Veggie,Spring,2,16.9
2015/4/13,7,Classic,Spring,3,12.575
2015/4/13,8,Classic,Spring,4,17.9
2015/4/13,9,Supreme,Spring,1,20.75
2015/4/13,10,Chicken,Spring,7,17.75
2015/4/14,1,Chicken,Spring,3,16.75
2015/4/14,2,Chicken,Spring,5,17.32142857
2015/4/14,3,Chicken,Spring,1,12.75
2015/4/14,4,Classic,Spring,6,17.14285714
2015/4/14,5,Veggie,Spring,1,18.5
2015/4/14,6,Veggie,Spring,1,14
2015/4/14,7,Classic,Spring,5,14.41666667
2015/4/14,8,Classic,Spring,3,15.4
2015/4/14,9,Supreme,Spring,1,16.5
2015/4/14,10,Chicken,Spring,5,20.75
2015/4/15,1,Chicken,Spring,4,17.25
2015/4/15,2,Chicken,Spring,2,17.41666667
2015/4/15,4,Classic,Spring,4,17.25
2015/4/15,5,Veggie,Spring,2,18.5
2015/4/15,6,Veggie,Spring,3,16.08333333
2015/4/15,7,Classic,Spring,6,12.6875
2015/4/15,8,Classic,Spring,2,14
2015/4/15,9,Supreme,Spring,4,17.95833333
2015/4/15,10,Chicken,Spring,3,17.32142857
2015/4/16,1,Chicken,Spring,5,17.55
2015/4/16,2,Chicken,Spring,3,16.08333333
2015/4/16,3,Chicken,Spring,3,16.75
2015/4/16,4,Classic,Spring,3,14.85714286
2015/4/16,5,Veggie,Spring,1,18.5
2015/4/16,6,Veggie,Spring,2,16.03571429
2015/4/16,7,Classic,Spring,2,12.21428571
2015/4/16,8,Classic,Spring,4,15.125
2015/4/16,9,Supreme,Spring,2,18
2015/4/16,10,Chicken,Spring,5,16.75
2015/4/17,1,Chicken,Spring,3,18.25
2015/4/17,2,Chicken,Spring,3,17.75
2015/4/17,3,Chicken,Spring,2,16.75
2015/4/17,4,Classic,Spring,3,16.08333333
2015/4/17,5,Veggie,Spring,1,18.5
2015/4/17,6,Veggie,Spring,4,15.0625
2015/4/17,7,Classic,Spring,5,13.16666667
2015/4/17,8,Classic,Spring,1,16.2
2015/4/17,9,Supreme,Spring,1,20.75
2015/4/17,10,Chicken,Spring,4,17.75
2015/4/18,1,Chicken,Spring,7,18.75
2015/4/18,2,Chicken,Spring,5,15.15
2015/4/18,3,Chicken,Spring,1,14.75
2015/4/18,4,Classic,Spring,2,15.3
2015/4/18,5,Veggie,Spring,2,18.5
2015/4/18,6,Veggie,Spring,3,16.05
2015/4/18,7,Classic,Spring,2,12.9
2015/4/18,8,Classic,Spring,1,18.25
2015/4/18,10,Chicken,Spring,5,17.55
2015/4/19,1,Chicken,Spring,1,17.75
2015/4/19,2,Chicken,Spring,7,15.60714286
2015/4/19,3,Chicken,Spring,0,12.75
2015/4/19,4,Classic,Spring,3,16.83333333
2015/4/19,5,Veggie,Spring,2,18.5
2015/4/19,6,Veggie,Spring,1,15
2015/4/19,7,Classic,Spring,5,12.34375
2015/4/19,8,Classic,Spring,1,12
2015/4/19,9,Supreme,Spring,1,16.5
2015/4/19,10,Chicken,Spring,0,20.75
2015/4/20,1,Chicken,Spring,4,18.75
2015/4/20,2,Chicken,Spring,3,17.75
2015/4/20,3,Chicken,Spring,2,17.41666667
2015/4/20,4,Classic,Spring,1,16.0625
2015/4/20,5,Veggie,Spring,2,18.5
2015/4/20,6,Veggie,Spring,5,14.45
2015/4/20,7,Classic,Spring,5,14.44444444
2015/4/20,8,Classic,Spring,1,17.25
2015/4/20,9,Supreme,Spring,3,18.25
2015/4/20,10,Chicken,Spring,3,17.19444444
2015/4/21,1,Chicken,Spring,5,17.89285714
2015/4/21,2,Chicken,Spring,4,16.75
2015/4/21,3,Chicken,Spring,1,18.35
2015/4/21,4,Classic,Spring,3,15.25
2015/4/21,5,Veggie,Spring,0,18.5
2015/4/21,6,Veggie,Spring,1,17.41666667
2015/4/21,7,Classic,Spring,1,13.9
2015/4/21,8,Classic,Spring,3,16.25
2015/4/21,9,Supreme,Spring,1,16.5
2015/4/21,10,Chicken,Spring,3,18.75
2015/4/22,1,Chicken,Spring,4,18.75
2015/4/22,2,Chicken,Spring,4,19.15
2015/4/22,3,Chicken,Spring,7,18.75
2015/4/22,4,Classic,Spring,3,15.6875
2015/4/22,5,Veggie,Spring,1,18.5
2015/4/22,6,Veggie,Spring,2,16
2015/4/22,7,Classic,Spring,0,12
2015/4/22,8,Classic,Spring,3,17
2015/4/22,9,Supreme,Spring,1,16.625
2015/4/22,10,Chicken,Spring,5,19.25
2015/4/23,1,Chicken,Spring,4,17.75
2015/4/23,2,Chicken,Spring,5,17.25
2015/4/23,3,Chicken,Spring,1,18.75
2015/4/23,4,Classic,Spring,5,16.78571429
2015/4/23,5,Veggie,Spring,3,18.5
2015/4/23,6,Veggie,Spring,1,15.46428571
2015/4/23,7,Classic,Spring,1,13.5
2015/4/23,8,Classic,Spring,3,17.1
2015/4/23,9,Supreme,Spring,0,19.33333333
2015/4/23,10,Chicken,Spring,0,14.75
2015/4/24,1,Chicken,Spring,3,18.52777778
2015/4/24,2,Chicken,Spring,3,17.25
2015/4/24,3,Chicken,Spring,4,17.89285714
2015/4/24,4,Classic,Spring,5,16.6875
2015/4/24,5,Veggie,Spring,4,18.5
2015/4/24,6,Veggie,Spring,3,16.75
2015/4/24,7,Classic,Spring,0,12.9
2015/4/24,8,Classic,Spring,1,14
2015/4/24,9,Supreme,Spring,2,20.75
2015/4/24,10,Chicken,Spring,7,18.75
2015/4/25,1,Chicken,Spring,6,18.08333333
2015/4/25,2,Chicken,Spring,3,17.75
2015/4/25,3,Chicken,Spring,2,18.08333333
2015/4/25,4,Classic,Spring,3,16.9
2015/4/25,5,Veggie,Spring,3,18.5
2015/4/25,6,Veggie,Spring,3,13
2015/4/25,7,Classic,Spring,4,12.25
2015/4/25,8,Classic,Spring,1,18.25
2015/4/25,9,Supreme,Spring,1,16.5
2015/4/25,10,Chicken,Spring,0,19.15
2015/4/26,1,Chicken,Spring,2,16.75
2015/4/26,2,Chicken,Spring,2,20.75
2015/4/26,3,Chicken,Spring,2,15.75
2015/4/26,4,Classic,Spring,4,16.2
2015/4/26,5,Veggie,Spring,0,18.5
2015/4/26,6,Veggie,Spring,2,18.1875
2015/4/26,7,Classic,Spring,6,12.525
2015/4/26,8,Classic,Spring,1,17.5
2015/4/26,9,Supreme,Spring,0,14.5
2015/4/26,10,Chicken,Spring,4,18.08333333
2015/4/27,1,Chicken,Spring,6,18.08333333
2015/4/27,2,Chicken,Spring,4,17.41666667
2015/4/27,3,Chicken,Spring,0,16.75
2015/4/27,4,Classic,Spring,4,14.92857143
2015/4/27,5,Veggie,Spring,1,18.5
2015/4/27,6,Veggie,Spring,1,17.41666667
2015/4/27,7,Classic,Spring,6,12.575
2015/4/27,8,Classic,Spring,2,17.25
2015/4/27,9,Supreme,Spring,1,16.5
2015/4/27,10,Chicken,Spring,6,16.08333333
2015/4/28,1,Chicken,Spring,2,16.17857143
2015/4/28,2,Chicken,Spring,2,15.95
2015/4/28,4,Classic,Spring,3,16
2015/4/28,5,Veggie,Spring,0,18.5
